"죄종별","범행동기별","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"계","계","범죄자[명]","명","1815233","1723815","1741302","1712435","1771390","1847605","1685461","1581922","1585638","1494421",
"계","이욕","범죄자[명]","명","157196","140413","134375","125751","139683","149315","144996","135729","144146","137185",
"계","생활비","범죄자[명]","명","64436","53327","57347","52924","52670","54086","52684","50522","52017","49856",
"계","유흥비","범죄자[명]","명","10168","11215","10952","7421","6921","6134","5195","3915","3628","3755",
"계","도박비","범죄자[명]","명","1634","1156","1202","1295","1649","1998","2008","1883","2115","2172",
"계","허영사치심","범죄자[명]","명","997","1032","858","588","550","517","528","365","354","318",
"계","치부","범죄자[명]","명","2623","2320","1531","1216","942","862","950","1053","670","438",
"계","기타","범죄자[명]","명","77338","71363","62485","62307","76951","85718","83631","77991","85362","80646",
"계","사행심","범죄자[명]","명","26902","22190","20705","19462","18322","20396","16361","17034","18666","16916",
"계","보복","범죄자[명]","명","345","336","339","347","371","496","349","297","305","324",
"계","가정불화","범죄자[명]","명","5753","6069","7255","6977","19857","25730","22481","20314","22845","20135",
"계","호기심","범죄자[명]","명","19546","16230","17336","16053","16177","21623","17666","9384","10375","13367",
"계","유혹","범죄자[명]","명","11435","10869","10178","8564","8591","9675","8813","6805","6300","5840",
"계","우발적","범죄자[명]","명","292494","283428","274132","259987","256669","255616","246704","261774","270465","257580",
"계","현실불만","범죄자[명]","명","10262","10598","9804","9233","8460","8878","7720","5984","5958","5463",
"계","부주의","범죄자[명]","명","239372","231967","238301","237471","238191","244196","222748","196869","188815","168145",
"계","기타","범죄자[명]","명","518743","530004","533873","532573","527308","556882","482527","386117","363138","347240",
"계","미상","범죄자[명]","명","533185","471711","495004","496017","537761","554798","515096","541615","554625","522226",
"강력범죄","계","범죄자[명]","명","25346","23789","25351","25065","25821","27071","28927","28302","28943","26971",
"강력범죄","이욕","범죄자[명]","명","3238","2632","2250","1694","1680","1470","1254","1160","1390","1165",
"강력범죄","생활비","범죄자[명]","명","824","700","587","513","429","323","254","242","249","177",
"강력범죄","유흥비","범죄자[명]","명","678","464","378","254","225","179","90","67","122","91",
"강력범죄","도박비","범죄자[명]","명","58","28","32","12","22","21","15","13","11","8",
"강력범죄","허영사치심","범죄자[명]","명","11","12","12","4","15","10","2","-","1","-",
"강력범죄","치부","범죄자[명]","명","56","48","36","13","35","17","11","10","15","12",
"강력범죄","기타","범죄자[명]","명","1611","1380","1205","898","954","920","882","828","992","877",
"강력범죄","사행심","범죄자[명]","명","145","77","87","55","54","47","43","63","88","107",
"강력범죄","보복","범죄자[명]","명","11","6","27","20","9","19","19","15","24","20",
"강력범죄","가정불화","범죄자[명]","명","291","237","245","236","282","271","252","210","206","192",
"강력범죄","호기심","범죄자[명]","명","1266","1104","1494","1738","1660","1677","1645","1021","1117","928",
"강력범죄","유혹","범죄자[명]","명","930","1012","1120","905","779","840","811","762","735","649",
"강력범죄","우발적","범죄자[명]","명","7708","7459","8571","7964","8019","8343","9374","10224","9801","9228",
"강력범죄","현실불만","범죄자[명]","명","350","278","282","298","281","301","262","219","174","158",
"강력범죄","부주의","범죄자[명]","명","380","321","418","509","533","685","740","631","738","631",
"강력범죄","기타","범죄자[명]","명","5779","6063","6810","8015","8495","8794","9092","7504","7812","7199",
"강력범죄","미상","범죄자[명]","명","5248","4600","4047","3631","4029","4624","5435","6493","6858","6694",
"살인기수","계","범죄자[명]","명","449","446","377","447","389","379","344","350","345","341",
"살인기수","이욕","범죄자[명]","명","42","36","24","18","16","15","14","6","6","5",
"살인기수","생활비","범죄자[명]","명","5","1","3","1","","1","4","1","1","2",
"살인기수","유흥비","범죄자[명]","명","2","6","","1","","","-","1","-","-",
"살인기수","도박비","범죄자[명]","명","3","","","","1","","1","-","-","-",
"살인기수","허영사치심","범죄자[명]","명","","2","","","","","-","-","-","-",
"살인기수","치부","범죄자[명]","명","4","5","2","2","5","3","1","1","2","2",
"살인기수","기타","범죄자[명]","명","28","22","19","14","10","11","8","3","3","1",
"살인기수","사행심","범죄자[명]","명","","","","","","1","-","-","1","1",
"살인기수","보복","범죄자[명]","명","1","","5","2","","1","-","2","6","6",
"살인기수","가정불화","범죄자[명]","명","59","51","37","37","32","41","35","33","24","23",
"살인기수","호기심","범죄자[명]","명","","","","","","","-","-","-","-",
"살인기수","유혹","범죄자[명]","명","1","","","2","1","","-","1","-","3",
"살인기수","우발적","범죄자[명]","명","150","147","140","133","123","120","117","115","101","116",
"살인기수","현실불만","범죄자[명]","명","18","15","10","16","16","18","13","21","22","11",
"살인기수","부주의","범죄자[명]","명","3","2","1","3","2","4","4","-","2","3",
"살인기수","기타","범죄자[명]","명","96","118","92","134","120","110","83","94","89","82",
"살인기수","미상","범죄자[명]","명","79","77","68","102","79","69","78","78","94","91",
"살인미수등","계","범죄자[명]","명","836","610","620","575","586","616","561","516","525","454",
"살인미수등","이욕","범죄자[명]","명","51","35","37","7","12","8","8","10","3","6",
"살인미수등","생활비","범죄자[명]","명","1","","","","5","","2","1","-","1",
"살인미수등","유흥비","범죄자[명]","명","1","","2","","","","-","-","-","-",
"살인미수등","도박비","범죄자[명]","명","","","","","","","-","-","-","-",
"살인미수등","허영사치심","범죄자[명]","명","","","","1","","","-","-","-","-",
"살인미수등","치부","범죄자[명]","명","6","2","1","1","1","1","-","1","1","1",
"살인미수등","기타","범죄자[명]","명","43","33","34","5","6","7","6","8","2","4",
"살인미수등","사행심","범죄자[명]","명","3","","","","","","-","-","-","-",
"살인미수등","보복","범죄자[명]","명","1","","2","5","4","7","8","2","9","4",
"살인미수등","가정불화","범죄자[명]","명","60","44","46","43","57","40","41","36","43","35",
"살인미수등","호기심","범죄자[명]","명","","","","","","","-","-","-","-",
"살인미수등","유혹","범죄자[명]","명","","1","","","1","","-","1","-","-",
"살인미수등","우발적","범죄자[명]","명","359","255","265","213","224","257","240","258","215","189",
"살인미수등","현실불만","범죄자[명]","명","66","38","36","38","40","42","31","29","28","33",
"살인미수등","부주의","범죄자[명]","명","4","3","4","7","6","5","-","1","3","6",
"살인미수등","기타","범죄자[명]","명","190","183","178","192","180","189","174","117","139","99",
"살인미수등","미상","범죄자[명]","명","102","51","52","70","62","68","59","62","85","82",
"강도","계","범죄자[명]","명","4890","3322","2593","2078","1999","1716","1456","1165","1336","1202",
"강도","이욕","범죄자[명]","명","2036","1457","1192","979","939","746","583","470","614","507",
"강도","생활비","범죄자[명]","명","733","631","503","454","387","296","218","217","207","152",
"강도","유흥비","범죄자[명]","명","632","439","353","236","209","167","73","64","118","83",
"강도","도박비","범죄자[명]","명","50","24","29","10","18","17","11","12","9","8",
"강도","허영사치심","범죄자[명]","명","3","9","6","1","10","","-","-","1","-",
"강도","치부","범죄자[명]","명","15","7","10","1","","","1","-","5","4",
"강도","기타","범죄자[명]","명","603","347","291","277","315","266","280","177","274","260",
"강도","사행심","범죄자[명]","명","115","53","57","28","29","26","20","22","28","27",
"강도","보복","범죄자[명]","명","1","1","3","4","1","3","2","3","-","1",
"강도","가정불화","범죄자[명]","명","11","15","6","1","6","1","2","2","3","3",
"강도","호기심","범죄자[명]","명","10","16","7","3","11","5","5","5","12","8",
"강도","유혹","범죄자[명]","명","36","37","26","24","17","26","17","13","5","7",
"강도","우발적","범죄자[명]","명","917","642","484","349","349","290","264","241","199","230",
"강도","현실불만","범죄자[명]","명","50","27","21","16","16","20","16","11","5","3",
"강도","부주의","범죄자[명]","명","43","16","21","15","17","13","9","4","10","8",
"강도","기타","범죄자[명]","명","1173","805","552","482","459","427","400","205","240","196",
"강도","미상","범죄자[명]","명","498","253","224","177","155","159","138","189","220","212",
"강간·강제추행","계","범죄자[명]","명","17652","18012","","","","","","","","",
"강간·강제추행","이욕","범죄자[명]","명","1038","1028","","","","","","","","",
"강간·강제추행","생활비","범죄자[명]","명","74","62","","","","","","","","",
"강간·강제추행","유흥비","범죄자[명]","명","43","19","","","","","","","","",
"강간·강제추행","도박비","범죄자[명]","명","5","4","","","","","","","","",
"강간·강제추행","허영사치심","범죄자[명]","명","8","1","","","","","","","","",
"강간·강제추행","치부","범죄자[명]","명","28","33","","","","","","","","",
"강간·강제추행","기타","범죄자[명]","명","880","909","","","","","","","","",
"강간·강제추행","사행심","범죄자[명]","명","25","22","","","","","","","","",
"강간·강제추행","보복","범죄자[명]","명","7","4","","","","","","","","",
"강간·강제추행","가정불화","범죄자[명]","명","25","30","","","","","","","","",
"강간·강제추행","호기심","범죄자[명]","명","1211","1026","","","","","","","","",
"강간·강제추행","유혹","범죄자[명]","명","890","974","","","","","","","","",
"강간·강제추행","우발적","범죄자[명]","명","5706","5868","","","","","","","","",
"강간·강제추행","현실불만","범죄자[명]","명","79","74","","","","","","","","",
"강간·강제추행","부주의","범죄자[명]","명","292","260","","","","","","","","",
"강간·강제추행","기타","범죄자[명]","명","3975","4614","","","","","","","","",
"강간·강제추행","미상","범죄자[명]","명","4404","4112","","","","","","","","",
"강간","계","범죄자[명]","명","","","5856","5517","5621","5829","5943","5947","6138","6113",
"강간","이욕","범죄자[명]","명","","","335","240","232","266","230","212","233","227",
"강간","생활비","범죄자[명]","명","","","25","21","20","12","13","8","14","8",
"강간","유흥비","범죄자[명]","명","","","4","7","7","11","9","1","2","6",
"강간","도박비","범죄자[명]","명","","","2","","1","1","1","1","1","-",
"강간","허영사치심","범죄자[명]","명","","","1","2","2","5","-","-","-","-",
"강간","치부","범죄자[명]","명","","","11","4","7","6","1","4","-","3",
"강간","기타","범죄자[명]","명","","","292","206","195","231","206","198","216","210",
"강간","사행심","범죄자[명]","명","","","8","10","10","5","4","10","11","23",
"강간","보복","범죄자[명]","명","","","10","3","2","1","3","2","-","2",
"강간","가정불화","범죄자[명]","명","","","20","21","33","40","51","35","38","34",
"강간","호기심","범죄자[명]","명","","","286","312","244","256","269","180","194","190",
"강간","유혹","범죄자[명]","명","","","383","307","242","267","289","237","216","189",
"강간","우발적","범죄자[명]","명","","","1717","1499","1432","1410","1490","1562","1556","1517",
"강간","현실불만","범죄자[명]","명","","","27","22","27","35","28","15","15","15",
"강간","부주의","범죄자[명]","명","","","65","59","54","66","61","58","45","59",
"강간","기타","범죄자[명]","명","","","1593","1750","1859","1800","1716","1427","1573","1601",
"강간","미상","범죄자[명]","명","","","1412","1294","1486","1683","1802","2209","2257","2256",
"유사강간","계","범죄자[명]","명","","","136","389","535","598","694","848","895","934",
"유사강간","이욕","범죄자[명]","명","","","6","18","16","23","19","31","35","36",
"유사강간","생활비","범죄자[명]","명","","","","1","","2","-","1","2","1",
"유사강간","유흥비","범죄자[명]","명","","","","","2","","-","-","2","-",
"유사강간","도박비","범죄자[명]","명","","","","","","1","-","-","-","-",
"유사강간","허영사치심","범죄자[명]","명","","","","","","","-","-","-","-",
"유사강간","치부","범죄자[명]","명","","","","1","2","","1","-","1","-",
"유사강간","기타","범죄자[명]","명","","","6","16","12","20","18","30","30","35",
"유사강간","사행심","범죄자[명]","명","","","","","1","","-","4","2","8",
"유사강간","보복","범죄자[명]","명","","","","","","","-","1","-","-",
"유사강간","가정불화","범죄자[명]","명","","","1","1","6","6","7","4","6","4",
"유사강간","호기심","범죄자[명]","명","","","20","43","60","53","65","40","57","40",
"유사강간","유혹","범죄자[명]","명","","","6","15","24","26","23","38","34","40",
"유사강간","우발적","범죄자[명]","명","","","42","110","163","187","219","305","292","299",
"유사강간","현실불만","범죄자[명]","명","","","3","2","1","","2","-","1","2",
"유사강간","부주의","범죄자[명]","명","","","4","5","4","9","9","10","13","10",
"유사강간","기타","범죄자[명]","명","","","42","141","153","188","226","228","230","259",
"유사강간","미상","범죄자[명]","명","","","12","54","107","106","124","187","225","236",
"강제추행","계","범죄자[명]","명","","","12496","13400","14488","16016","18272","17631","17892","16382",
"강제추행","이욕","범죄자[명]","명","","","403","323","373","345","350","375","437","348",
"강제추행","생활비","범죄자[명]","명","","","3","6","3","1","12","8","8","10",
"강제추행","유흥비","범죄자[명]","명","","","3","","3","","3","-","-","-",
"강제추행","도박비","범죄자[명]","명","","","","","","","-","-","-","-",
"강제추행","허영사치심","범죄자[명]","명","","","1","","2","5","2","-","-","-",
"강제추행","치부","범죄자[명]","명","","","9","4","18","5","7","4","5","2",
"강제추행","기타","범죄자[명]","명","","","387","313","347","334","326","363","424","336",
"강제추행","사행심","범죄자[명]","명","","","15","14","11","15","19","25","44","44",
"강제추행","보복","범죄자[명]","명","","","4","","","1","2","1","1","-",
"강제추행","가정불화","범죄자[명]","명","","","18","13","16","28","21","28","26","29",
"강제추행","호기심","범죄자[명]","명","","","978","1200","1254","1275","1213","750","796","643",
"강제추행","유혹","범죄자[명]","명","","","564","485","462","492","464","456","455","394",
"강제추행","우발적","범죄자[명]","명","","","4765","4724","4941","5423","6465","6946","6730","6259",
"강제추행","현실불만","범죄자[명]","명","","","33","55","45","63","52","34","17","12",
"강제추행","부주의","범죄자[명]","명","","","242","366","400","526","619","506","614","492",
"강제추행","기타","범죄자[명]","명","","","3468","4537","5083","5495","6010","5007","5098","4596",
"강제추행","미상","범죄자[명]","명","","","2006","1683","1903","2353","3057","3503","3674","3565",
"기타 강간·강제추행등","계","범죄자[명]","명","","","1887","1193","686","521","371","458","495","349",
"기타 강간·강제추행등","이욕","범죄자[명]","명","","","180","89","49","44","28","32","41","19",
"기타 강간·강제추행등","생활비","범죄자[명]","명","","","40","22","7","9","3","4","14","1",
"기타 강간·강제추행등","유흥비","범죄자[명]","명","","","16","10","3","1","5","1","-","1",
"기타 강간·강제추행등","도박비","범죄자[명]","명","","","1","2","1","1","-","-","-","-",
"기타 강간·강제추행등","허영사치심","범죄자[명]","명","","","1","","","","-","-","-","-",
"기타 강간·강제추행등","치부","범죄자[명]","명","","","2","","1","1","-","-","1","-",
"기타 강간·강제추행등","기타","범죄자[명]","명","","","120","55","37","32","20","27","26","17",
"기타 강간·강제추행등","사행심","범죄자[명]","명","","","6","2","3","","-","2","-","4",
"기타 강간·강제추행등","보복","범죄자[명]","명","","","1","","","","-","-","-","-",
"기타 강간·강제추행등","가정불화","범죄자[명]","명","","","5","","2","5","5","3","2","2",
"기타 강간·강제추행등","호기심","범죄자[명]","명","","","139","99","51","34","20","23","33","15",
"기타 강간·강제추행등","유혹","범죄자[명]","명","","","139","69","32","26","16","14","25","16",
"기타 강간·강제추행등","우발적","범죄자[명]","명","","","614","341","199","156","112","164","162","99",
"기타 강간·강제추행등","현실불만","범죄자[명]","명","","","9","13","13","3","7","-","1","1",
"기타 강간·강제추행등","부주의","범죄자[명]","명","","","37","13","9","2","8","11","11","7",
"기타 강간·강제추행등","기타","범죄자[명]","명","","","577","421","218","199","141","124","142","119",
"기타 강간·강제추행등","미상","범죄자[명]","명","","","180","146","110","52","34","85","78","67",
"방화","계","범죄자[명]","명","1519","1399","1386","1466","1517","1396","1286","1387","1317","1196",
"방화","이욕","범죄자[명]","명","71","76","73","20","43","23","22","24","21","17",
"방화","생활비","범죄자[명]","명","11","6","13","8","7","2","2","2","3","2",
"방화","유흥비","범죄자[명]","명","","","","","1","","-","-","-","1",
"방화","도박비","범죄자[명]","명","","","","","1","1","2","-","1","-",
"방화","허영사치심","범죄자[명]","명","","","3","","1","","-","-","-","-",
"방화","치부","범죄자[명]","명","3","1","1","","1","1","-","-","-","-",
"방화","기타","범죄자[명]","명","57","69","56","12","32","19","18","22","17","14",
"방화","사행심","범죄자[명]","명","2","2","1","1","","","-","-","2","-",
"방화","보복","범죄자[명]","명","1","1","2","6","2","6","4","4","8","7",
"방화","가정불화","범죄자[명]","명","136","97","112","120","130","110","90","69","64","62",
"방화","호기심","범죄자[명]","명","45","62","64","81","40","54","73","23","25","32",
"방화","유혹","범죄자[명]","명","3","","2","3","","3","2","2","-","-",
"방화","우발적","범죄자[명]","명","576","547","544","595","588","500","467","633","546","519",
"방화","현실불만","범죄자[명]","명","137","124","143","136","123","120","113","109","85","81",
"방화","부주의","범죄자[명]","명","38","40","44","41","41","60","30","41","40","46",
"방화","기타","범죄자[명]","명","345","343","308","358","423","386","342","302","301","247",
"방화","미상","범죄자[명]","명","165","107","93","105","127","134","143","180","225","185",
"절도범죄","계","범죄자[명]","명","111390","104434","102658","95645","103166","106415","105695","97334","101295","98425",
"절도범죄","이욕","범죄자[명]","명","31921","29688","29445","26909","30625","30853","30220","24897","25109","24558",
"절도범죄","생활비","범죄자[명]","명","13897","12085","12985","10167","10512","9924","9561","8269","8180","7394",
"절도범죄","유흥비","범죄자[명]","명","4577","5564","5689","3356","2980","2365","1901","1189","1047","1026",
"절도범죄","도박비","범죄자[명]","명","229","146","186","206","247","234","218","156","177","127",
"절도범죄","허영사치심","범죄자[명]","명","350","488","332","229","187","161","139","85","75","66",
"절도범죄","치부","범죄자[명]","명","337","253","157","104","67","40","46","36","39","43",
"절도범죄","기타","범죄자[명]","명","12531","11152","10096","12847","16632","18129","18355","15162","15591","15902",
"절도범죄","사행심","범죄자[명]","명","2065","2023","1906","1650","1724","1600","1729","1729","1802","1854",
"절도범죄","보복","범죄자[명]","명","19","12","10","4","3","7","2","1","5","2",
"절도범죄","가정불화","범죄자[명]","명","84","74","90","77","67","71","69","29","26","35",
"절도범죄","호기심","범죄자[명]","명","6923","5583","5299","4813","4882","4680","4274","1438","1474","2799",
"절도범죄","유혹","범죄자[명]","명","3246","3251","3168","2524","2304","2170","2112","1254","1171","1070",
"절도범죄","우발적","범죄자[명]","명","30259","29104","29030","26840","28057","29117","29487","29707","31717","31334",
"절도범죄","현실불만","범죄자[명]","명","472","304","356","272","275","295","278","184","194","180",
"절도범죄","부주의","범죄자[명]","명","2912","2342","2512","2581","2465","3162","3422","3125","3351","3319",
"절도범죄","기타","범죄자[명]","명","23289","24599","23511","22556","24416","25513","24155","17838","18243","19012",
"절도범죄","미상","범죄자[명]","명","10200","7454","7331","7419","8348","8947","9947","17132","18203","14262",
"폭력범죄","계","범죄자[명]","명","392042","400282","369913","358275","372723","380965","363511","348969","346561","313990",
"폭력범죄","이욕","범죄자[명]","명","11086","12391","7514","4131","3241","3236","2937","2456","2370","2517",
"폭력범죄","생활비","범죄자[명]","명","1107","1160","775","693","532","569","533","452","468","451",
"폭력범죄","유흥비","범죄자[명]","명","1062","1617","846","572","390","347","303","204","223","210",
"폭력범죄","도박비","범죄자[명]","명","36","27","20","42","25","36","47","14","26","17",
"폭력범죄","허영사치심","범죄자[명]","명","78","125","52","27","16","14","30","13","7","7",
"폭력범죄","치부","범죄자[명]","명","105","107","70","50","60","21","43","24","50","41",
"폭력범죄","기타","범죄자[명]","명","8698","9355","5751","2747","2218","2249","1981","1749","1596","1791",
"폭력범죄","사행심","범죄자[명]","명","357","504","343","232","171","231","248","228","272","315",
"폭력범죄","보복","범죄자[명]","명","139","197","195","220","258","390","255","222","223","221",
"폭력범죄","가정불화","범죄자[명]","명","4382","4809","5819","5557","18260","23648","20337","18378","20583","17763",
"폭력범죄","호기심","범죄자[명]","명","377","484","391","358","450","542","507","258","267","434",
"폭력범죄","유혹","범죄자[명]","명","237","318","185","141","120","114","152","148","95","79",
"폭력범죄","우발적","범죄자[명]","명","181439","176834","163260","152406","143857","137411","132459","139455","142863","130940",
"폭력범죄","현실불만","범죄자[명]","명","6044","6221","5342","4631","4178","4155","3685","2764","2606","2293",
"폭력범죄","부주의","범죄자[명]","명","5007","4652","4429","4694","4358","4678","4343","3349","3263","2976",
"폭력범죄","기타","범죄자[명]","명","75255","87465","78140","76476","77308","78130","72377","53630","49315","47914",
"폭력범죄","미상","범죄자[명]","명","107719","106407","104295","109429","120522","128430","126211","128081","124704","108538",
"상해","계","범죄자[명]","명","89138","84850","75206","66885","62059","65695","58851","52867","48854","43552",
"상해","이욕","범죄자[명]","명","1878","1770","1172","274","192","211","144","136","141","159",
"상해","생활비","범죄자[명]","명","16","26","32","12","18","16","10","11","33","21",
"상해","유흥비","범죄자[명]","명","11","6","2","3","5","13","8","4","2","2",
"상해","도박비","범죄자[명]","명","5","2","","","1","3","2","2","1","3",
"상해","허영사치심","범죄자[명]","명","8","4","3","1","1","1","-","3","-","-",
"상해","치부","범죄자[명]","명","13","6","11","12","18","3","10","6","6","6",
"상해","기타","범죄자[명]","명","1825","1726","1124","246","149","175","114","110","99","127",
"상해","사행심","범죄자[명]","명","27","42","48","26","14","23","24","24","14","16",
"상해","보복","범죄자[명]","명","25","18","9","10","29","52","55","32","31","43",
"상해","가정불화","범죄자[명]","명","1615","1666","1795","1545","3058","3951","3479","3041","2871","2375",
"상해","호기심","범죄자[명]","명","23","27","27","16","31","30","37","16","25","15",
"상해","유혹","범죄자[명]","명","9","17","22","14","12","9","16","7","7","4",
"상해","우발적","범죄자[명]","명","54777","50503","44536","39529","35153","36355","32751","32169","30468","27064",
"상해","현실불만","범죄자[명]","명","1490","1407","1154","917","810","903","723","504","484","398",
"상해","부주의","범죄자[명]","명","1269","1035","985","981","851","886","707","514","452","402",
"상해","기타","범죄자[명]","명","20302","22212","19870","18325","17011","18123","16090","10966","9303","8594",
"상해","미상","범죄자[명]","명","7723","6153","5588","5248","4898","5152","4825","5458","5058","4482",
"폭행","계","범죄자[명]","명","161782","167975","166337","171166","192308","216857","210745","204801","202710","178448",
"폭행","이욕","범죄자[명]","명","1965","2034","1600","374","225","327","250","258","208","289",
"폭행","생활비","범죄자[명]","명","28","43","45","29","21","103","31","29","18","29",
"폭행","유흥비","범죄자[명]","명","17","15","10","7","10","12","12","6","10","12",
"폭행","도박비","범죄자[명]","명","3","1","","","2","2","-","-","1","1",
"폭행","허영사치심","범죄자[명]","명","6","4","2","1","3","2","5","1","3","1",
"폭행","치부","범죄자[명]","명","5","5","4","7","9","6","11","5","12","8",
"폭행","기타","범죄자[명]","명","1906","1966","1539","330","180","202","191","217","164","238",
"폭행","사행심","범죄자[명]","명","37","51","37","25","27","38","34","36","43","49",
"폭행","보복","범죄자[명]","명","61","117","126","145","72","116","83","75","76","55",
"폭행","가정불화","범죄자[명]","명","1474","1724","2290","2347","10726","15349","12989","11642","12927","11057",
"폭행","호기심","범죄자[명]","명","33","45","34","35","39","120","88","58","41","60",
