"죄종별","연령별","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"지능범죄","41~45세","범죄자[명]","명","51392","42761","44145","40828","38533","35597","31424","32704","31959","29011",
"지능범죄","46~50세","범죄자[명]","명","53677","43835","45440","42629","42449","40567","38238","40335","41540","37759",
"지능범죄","51~55세","범죄자[명]","명","47446","42250","44073","42671","42329","40424","36463","38337","39780","38722",
"지능범죄","56~60세","범죄자[명]","명","27119","23983","26637","27569","29511","31059","31142","34947","37747","35583",
"지능범죄","61~65세","범죄자[명]","명","13041","11299","12731","13054","14076","15427","16144","19691","22351","23315",
"지능범죄","66~70세","범죄자[명]","명","6538","5887","6294","6662","6968","7473","7382","8491","9542","9972",
"지능범죄","71세이상","범죄자[명]","명","4629","4414","4958","5377","5588","5946","5998","7268","7692","8280",
"지능범죄","미상","범죄자[명]","명","5","229","448","805","690","891","567","738","1061","1909",
"직무유기","계","범죄자[명]","명","669","823","802","801","860","642","663","713","788","947",
"직무유기","미성년","범죄자[명]","명","1","","0","","","5","3","1","-","-",
"직무유기","14세미만","범죄자[명]","명","1","","","","","2","-","","","",
"직무유기","14세","범죄자[명]","명","","","","","","","-","-","-","-",
"직무유기","15세","범죄자[명]","명","","","","","","","-","-","-","-",
"직무유기","16세","범죄자[명]","명","","","","","","3","-","-","-","-",
"직무유기","17세","범죄자[명]","명","","","","","","","3","-","-","-",
"직무유기","18세","범죄자[명]","명","","","","","","","-","1","-","-",
"직무유기","성년","범죄자[명]","명","668","818","772","680","802","607","616","655","680","791",
"직무유기","19세","범죄자[명]","명","","","1","1","","","-","-","7","-",
"직무유기","20세","범죄자[명]","명","","","","1","1","","-","-","1","1",
"직무유기","21~25세","범죄자[명]","명","2","1","4","5","4","2","2","13","8","4",
"직무유기","26~30세","범죄자[명]","명","26","30","35","25","31","16","31","31","51","66",
"직무유기","31~35세","범죄자[명]","명","67","92","75","71","84","54","50","51","54","73",
"직무유기","36~40세","범죄자[명]","명","90","101","93","87","83","99","76","98","86","112",
"직무유기","41~45세","범죄자[명]","명","124","142","127","115","108","86","101","83","106","97",
"직무유기","46~50세","범죄자[명]","명","128","135","148","120","145","114","112","140","117","119",
"직무유기","51~55세","범죄자[명]","명","130","168","157","135","180","103","125","100","134","151",
"직무유기","56~60세","범죄자[명]","명","81","106","98","97","131","109","94","110","95","133",
"직무유기","61~65세","범죄자[명]","명","14","21","22","13","22","10","17","15","13","24",
"직무유기","66~70세","범죄자[명]","명","4","8","6","5","7","6","2","9","1","6",
"직무유기","71세이상","범죄자[명]","명","2","14","6","5","6","8","6","5","7","5",
"직무유기","미상","범죄자[명]","명","","5","30","121","58","30","44","57","108","156",
"직권남용","계","범죄자[명]","명","357","409","523","595","587","577","679","811","974","1021",
"직권남용","미성년","범죄자[명]","명","","","0","","1","","-","-","-","-",
"직권남용","14세미만","범죄자[명]","명","","","","","1","","-","","","",
"직권남용","14세","범죄자[명]","명","","","","","","","-","-","-","-",
"직권남용","15세","범죄자[명]","명","","","","","","","-","-","-","-",
"직권남용","16세","범죄자[명]","명","","","","","","","-","-","-","-",
"직권남용","17세","범죄자[명]","명","","","","","","","-","-","-","-",
"직권남용","18세","범죄자[명]","명","","","","","","","-","-","-","-",
"직권남용","성년","범죄자[명]","명","357","406","497","530","552","549","657","779","909","881",
"직권남용","19세","범죄자[명]","명","","1","","","","","-","-","-","-",
"직권남용","20세","범죄자[명]","명","","","","","","","-","-","-","-",
"직권남용","21~25세","범죄자[명]","명","6","2","4","5","4","11","13","20","7","14",
"직권남용","26~30세","범죄자[명]","명","19","27","23","28","39","39","42","53","79","82",
"직권남용","31~35세","범죄자[명]","명","30","35","57","75","68","79","53","64","71","92",
"직권남용","36~40세","범죄자[명]","명","49","52","56","53","63","66","72","85","116","87",
"직권남용","41~45세","범죄자[명]","명","62","90","99","109","83","85","80","96","85","102",
"직권남용","46~50세","범죄자[명]","명","60","67","102","100","114","101","131","139","149","170",
"직권남용","51~55세","범죄자[명]","명","87","69","104","82","86","79","121","138","166","151",
"직권남용","56~60세","범죄자[명]","명","31","48","37","69","76","68","101","136","171","125",
"직권남용","61~65세","범죄자[명]","명","10","8","11","8","12","17","28","34","49","40",
"직권남용","66~70세","범죄자[명]","명","3","5","2","1","3","3","10","8","8","14",
"직권남용","71세이상","범죄자[명]","명","","2","2","","4","1","6","6","8","4",
"직권남용","미상","범죄자[명]","명","","3","26","65","34","28","22","32","65","140",
"증수뢰","계","범죄자[명]","명","1239","832","855","848","842","788","1128","1131","942","807",
"증수뢰","미성년","범죄자[명]","명","","","0","","","","-","-","-","-",
"증수뢰","14세미만","범죄자[명]","명","","","","","","","-","","","",
"증수뢰","14세","범죄자[명]","명","","","","","","","-","-","-","-",
"증수뢰","15세","범죄자[명]","명","","","","","","","-","-","-","-",
"증수뢰","16세","범죄자[명]","명","","","","","","","-","-","-","-",
"증수뢰","17세","범죄자[명]","명","","","","","","","-","-","-","-",
"증수뢰","18세","범죄자[명]","명","","","","","","","-","-","-","-",
"증수뢰","성년","범죄자[명]","명","1239","832","855","842","842","787","1128","1130","940","796",
"증수뢰","19세","범죄자[명]","명","","","","","","","-","-","-","-",
"증수뢰","20세","범죄자[명]","명","","","","","","","-","-","-","1",
"증수뢰","21~25세","범죄자[명]","명","5","1","2","","1","4","1","15","3","4",
"증수뢰","26~30세","범죄자[명]","명","22","5","","6","15","5","6","14","15","3",
"증수뢰","31~35세","범죄자[명]","명","49","32","21","30","39","13","23","49","21","9",
"증수뢰","36~40세","범죄자[명]","명","126","60","69","71","75","56","69","82","89","57",
"증수뢰","41~45세","범죄자[명]","명","236","153","133","135","127","124","152","154","128","116",
"증수뢰","46~50세","범죄자[명]","명","267","154","173","177","169","165","222","197","171","152",
"증수뢰","51~55세","범죄자[명]","명","270","209","220","190","191","172","258","218","203","159",
"증수뢰","56~60세","범죄자[명]","명","143","137","148","156","128","157","236","219","175","169",
"증수뢰","61~65세","범죄자[명]","명","79","50","49","47","59","52","97","112","76","77",
"증수뢰","66~70세","범죄자[명]","명","26","18","34","18","21","31","43","39","37","33",
"증수뢰","71세이상","범죄자[명]","명","16","13","6","12","17","8","21","31","22","16",
"증수뢰","미상","범죄자[명]","명","","","","6","","1","-","1","2","11",
"통화","계","범죄자[명]","명","121","163","434","334","286","220","531","255","143","86",
"통화","미성년","범죄자[명]","명","36","28","26","14","32","35","20","12","21","5",
"통화","14세미만","범죄자[명]","명","","","","","","","1","","","",
"통화","14세","범죄자[명]","명","","4","1","2","4","12","2","2","-","-",
"통화","15세","범죄자[명]","명","7","2","6","2","4","7","6","-","1","1",
"통화","16세","범죄자[명]","명","8","2","9","3","3","9","1","-","6","1",
"통화","17세","범죄자[명]","명","15","6","3","5","9","4","10","10","9","2",
"통화","18세","범죄자[명]","명","6","14","7","2","12","3","-","-","5","1",
"통화","성년","범죄자[명]","명","85","135","408","320","254","185","509","243","122","80",
"통화","19세","범죄자[명]","명","5","21","4","2","7","2","2","3","7","1",
"통화","20세","범죄자[명]","명","3","6","5","","2","5","4","1","2","-",
"통화","21~25세","범죄자[명]","명","16","31","20","14","21","24","17","8","10","7",
"통화","26~30세","범죄자[명]","명","8","24","19","5","11","12","21","8","8","11",
"통화","31~35세","범죄자[명]","명","17","11","21","9","7","3","11","6","3","7",
"통화","36~40세","범죄자[명]","명","5","7","4","6","8","4","4","2","7","5",
"통화","41~45세","범죄자[명]","명","3","9","5","7","8","4","1","3","3","3",
"통화","46~50세","범죄자[명]","명","5","8","305","237","151","39","362","107","7","3",
"통화","51~55세","범죄자[명]","명","8","5","4","8","13","81","60","94","57","29",
"통화","56~60세","범죄자[명]","명","10","6","16","11","10","6","6","5","7","5",
"통화","61~65세","범죄자[명]","명","1","4","5","13","11","4","11","4","4","2",
"통화","66~70세","범죄자[명]","명","2","","","3","3","","7","-","3","2",
"통화","71세이상","범죄자[명]","명","2","3","","5","2","1","3","2","4","5",
"통화","미상","범죄자[명]","명","","","","","","","2","-","-","1",
"문서·인장","계","범죄자[명]","명","22105","19479","20406","19460","19022","18024","15918","15576","16253","15465",
"문서·인장","미성년","범죄자[명]","명","1687","2622","2166","1816","1865","2068","1748","1467","1307","1264",
"문서·인장","14세미만","범죄자[명]","명","","","","","","","-","","","",
"문서·인장","14세","범죄자[명]","명","7","46","38","58","41","23","19","32","20","30",
"문서·인장","15세","범죄자[명]","명","69","197","151","160","133","123","107","133","118","113",
"문서·인장","16세","범죄자[명]","명","210","467","457","402","410","356","301","253","186","227",
"문서·인장","17세","범죄자[명]","명","540","976","899","707","764","891","626","534","473","443",
"문서·인장","18세","범죄자[명]","명","861","936","621","489","517","675","695","515","510","451",
"문서·인장","성년","범죄자[명]","명","20417","16834","18183","17519","17089","15847","14082","14033","14819","14046",
"문서·인장","19세","범죄자[명]","명","252","205","113","101","156","125","106","127","103","105",
"문서·인장","20세","범죄자[명]","명","115","78","88","116","138","142","101","147","135","134",
"문서·인장","21~25세","범죄자[명]","명","707","582","728","787","803","752","654","651","627","596",
"문서·인장","26~30세","범죄자[명]","명","1358","989","1208","1089","1102","1035","847","774","886","817",
"문서·인장","31~35세","범죄자[명]","명","1802","1415","1768","1704","1477","1385","1134","974","1004","924",
"문서·인장","36~40세","범죄자[명]","명","2483","1905","2055","1849","1670","1587","1291","1209","1361","1240",
"문서·인장","41~45세","범죄자[명]","명","3054","2395","2711","2423","2214","1963","1660","1564","1558","1390",
"문서·인장","46~50세","범죄자[명]","명","3118","2641","2659","2501","2536","2249","1998","1920","1969","1802",
"문서·인장","51~55세","범죄자[명]","명","2968","2539","2654","2563","2583","2260","1976","2051","2041","2000",
"문서·인장","56~60세","범죄자[명]","명","1913","1639","1836","1985","1933","2028","1948","1918","2091","1972",
"문서·인장","61~65세","범죄자[명]","명","1180","1037","1032","1045","1061","1012","1058","1283","1396","1515",
"문서·인장","66~70세","범죄자[명]","명","719","655","666","682","692","628","616","647","774","744",
"문서·인장","71세이상","범죄자[명]","명","748","754","665","674","724","681","693","768","874","807",
"문서·인장","미상","범죄자[명]","명","1","23","57","125","68","109","88","76","127","155",
"유가증권인지","계","범죄자[명]","명","1025","633","548","552","399","373","330","295","208","117",
"유가증권인지","미성년","범죄자[명]","명","","1","0","2","16","","3","12","2","-",
"유가증권인지","14세미만","범죄자[명]","명","","","","","","","-","","","",
"유가증권인지","14세","범죄자[명]","명","","","","","","","-","-","-","-",
"유가증권인지","15세","범죄자[명]","명","","","","1","2","","1","5","-","-",
"유가증권인지","16세","범죄자[명]","명","","","","","5","","1","6","-","-",
"유가증권인지","17세","범죄자[명]","명","","","","","9","","-","1","-","-",
"유가증권인지","18세","범죄자[명]","명","","1","","1","","","1","-","2","-",
"유가증권인지","성년","범죄자[명]","명","1025","630","547","548","383","373","327","283","205","116",
"유가증권인지","19세","범죄자[명]","명","1","1","1","","1","","-","-","-","-",
"유가증권인지","20세","범죄자[명]","명","2","3","","","","3","1","1","-","-",
"유가증권인지","21~25세","범죄자[명]","명","9","10","1","2","5","3","1","5","2","-",
"유가증권인지","26~30세","범죄자[명]","명","25","18","9","4","10","6","2","7","4","-",
"유가증권인지","31~35세","범죄자[명]","명","34","22","12","15","17","9","10","10","7","4",
"유가증권인지","36~40세","범죄자[명]","명","77","48","26","29","25","20","25","23","11","11",
"유가증권인지","41~45세","범죄자[명]","명","174","88","81","66","45","43","32","33","16","12",
"유가증권인지","46~50세","범죄자[명]","명","206","122","101","117","47","66","54","36","26","7",
"유가증권인지","51~55세","범죄자[명]","명","238","135","148","126","92","80","61","49","53","26",
"유가증권인지","56~60세","범죄자[명]","명","139","81","81","90","67","69","70","46","45","17",
"유가증권인지","61~65세","범죄자[명]","명","75","52","48","49","36","45","45","40","25","24",
"유가증권인지","66~70세","범죄자[명]","명","36","34","25","27","21","14","16","15","9","5",
"유가증권인지","71세이상","범죄자[명]","명","9","16","14","23","17","15","10","18","7","10",
"유가증권인지","미상","범죄자[명]","명","","2","1","2","","","-","-","1","1",
"사기","계","범죄자[명]","명","264634","220887","239309","222173","228205","223210","208482","229854","246160","245009",
"사기","미성년","범죄자[명]","명","4910","5837","7227","7224","8237","7435","6168","6919","8049","9161",
"사기","14세미만","범죄자[명]","명","6","8","9","6","2","8","7","","","",
"사기","14세","범죄자[명]","명","97","254","292","384","522","398","353","424","607","708",
"사기","15세","범죄자[명]","명","375","618","816","833","1100","948","770","983","1019","1328",
"사기","16세","범죄자[명]","명","1096","1383","1570","1582","1974","1806","1248","1372","1758","1795",
"사기","17세","범죄자[명]","명","1494","1644","2099","2070","2111","2031","1824","1869","2039","2337",
"사기","18세","범죄자[명]","명","1842","1930","2441","2349","2528","2244","1966","2271","2626","2993",
"사기","성년","범죄자[명]","명","259720","214886","231803","214555","219516","215177","201977","222463","237523","234678",
"사기","19세","범죄자[명]","명","2019","2119","2762","3025","3631","3275","3066","3362","4021","5004",
"사기","20세","범죄자[명]","명","1977","1885","2943","2526","3495","3437","3309","3875","4165","5583",
"사기","21~25세","범죄자[명]","명","12948","10144","13893","13022","16773","17180","17196","20127","21675","24619",
"사기","26~30세","범죄자[명]","명","22107","17051","19036","15350","16399","15172","14945","16717","19236","21686",
"사기","31~35세","범죄자[명]","명","26912","21829","24232","21259","21309","19956","17534","17771","17926","17059",
"사기","36~40세","범죄자[명]","명","33214","26645","27242","23275","22999","22319","20785","22632","24068","22426",
"사기","41~45세","범죄자[명]","명","41477","34242","34953","31832","29961","27889","24615","25936","25651","22938",
"사기","46~50세","범죄자[명]","명","43315","34914","35661","33073","32708","31820","29471","31803","33168","29735",
"사기","51~55세","범죄자[명]","명","37859","33356","34520","33267","32278","31383","28043","29654","31349","30164",
"사기","56~60세","범죄자[명]","명","21052","18350","20231","20768","22097","23332","23312","26650","29090","27333",
"사기","61~65세","범죄자[명]","명","9666","8066","9239","9542","10106","11221","11667","14331","16578","16960",
"사기","66~70세","범죄자[명]","명","4455","3892","4209","4458","4582","4935","4849","5684","6401","6685",
"사기","71세이상","범죄자[명]","명","2719","2393","2882","3158","3178","3258","3185","3921","4195","4486",
"사기","미상","범죄자[명]","명","4","164","279","394","452","598","337","472","588","1170",
"횡령","계","범죄자[명]","명","31389","29507","32723","31975","35945","35583","33580","35270","35163","35930",
"횡령","미성년","범죄자[명]","명","1137","1552","1700","1426","1556","1485","1416","1389","1272","1299",
"횡령","14세미만","범죄자[명]","명","5","7","2","3","2","1","1","","","",
"횡령","14세","범죄자[명]","명","49","121","122","102","103","84","113","114","124","153",
"횡령","15세","범죄자[명]","명","149","266","269","190","247","212","176","165","190","211",
"횡령","16세","범죄자[명]","명","273","418","430","366","359","384","369","312","288","275",
"횡령","17세","범죄자[명]","명","331","402","494","429","433","434","411","416","345","364",
"횡령","18세","범죄자[명]","명","330","338","383","336","412","370","346","382","325","296",
"횡령","성년","범죄자[명]","명","30252","27929","30987","30491","34346","34029","32111","33809","33819","34449",
"횡령","19세","범죄자[명]","명","270","269","260","250","338","331","321","263","271","270",
"횡령","20세","범죄자[명]","명","199","180","194","209","266","293","269","260","267","236",
"횡령","21~25세","범죄자[명]","명","1038","975","1257","1197","1513","1749","1670","1570","1579","1626",
"횡령","26~30세","범죄자[명]","명","1828","1511","1897","1663","1786","1873","1843","1752","1753","1990",
"횡령","31~35세","범죄자[명]","명","2698","2447","2835","2858","3061","2885","2478","2399","2202","2037",
"횡령","36~40세","범죄자[명]","명","3905","3407","3605","3408","3658","3373","3105","3256","3387","3179",
"횡령","41~45세","범죄자[명]","명","5072","4540","4801","4685","4876","4437","3859","3822","3570","3525",
"횡령","46~50세","범죄자[명]","명","5168","4571","4877","4776","5240","4837","4618","4757","4574","4454",
"횡령","51~55세","범죄자[명]","명","4432","4315","4705","4633","5325","4908","4484","4588","4436","4646",
"횡령","56~60세","범죄자[명]","명","2678","2594","3067","3136","3842","4100","3959","4578","4657","4461",
"횡령","61~65세","범죄자[명]","명","1355","1443","1626","1615","2050","2275","2468","3007","3189","3662",
"횡령","66~70세","범죄자[명]","명","839","861","916","1013","1181","1428","1399","1627","1847","1954",
"횡령","71세이상","범죄자[명]","명","770","816","947","1048","1210","1540","1638","1930","2087","2409",
"횡령","미상","범죄자[명]","명","","26","36","58","43","69","53","72","72","182",
"배임","계","범죄자[명]","명","7860","7510","8425","9361","8233","7608","7806","8209","8151","8324",
"배임","미성년","범죄자[명]","명","","8","1","1","4","7","-","1","1","3",
"배임","14세미만","범죄자[명]","명","","","","","","","-","","","",
"배임","14세","범죄자[명]","명","","","","","","","-","-","-","-",
"배임","15세","범죄자[명]","명","","","","","1","","-","-","-","-",
"배임","16세","범죄자[명]","명","","1","","","1","3","-","-","-","1",
"배임","17세","범죄자[명]","명","","4","1","1","","2","-","-","-","2",
"배임","18세","범죄자[명]","명","","3","","","2","2","-","1","1","-",
"배임","성년","범죄자[명]","명","7860","7496","8405","9326","8194","7545","7785","8180","8052","8228",
"배임","19세","범죄자[명]","명","2","1","2","1","5","12","1","3","4","4",
"배임","20세","범죄자[명]","명","5","1","3","4","7","6","8","5","9","1",
"배임","21~25세","범죄자[명]","명","38","27","41","46","51","56","58","61","55","85",
"배임","26~30세","범죄자[명]","명","144","159","199","238","192","155","134","155","192","182",
"배임","31~35세","범죄자[명]","명","336","391","487","538","421","363","342","369","292","310",
"배임","36~40세","범죄자[명]","명","731","681","769","962","653","610","668","694","571","659",
"배임","41~45세","범죄자[명]","명","1190","1102","1235","1456","1111","966","924","1013","842","828",
"배임","46~50세","범죄자[명]","명","1410","1223","1414","1528","1339","1176","1270","1236","1359","1317",
"배임","51~55세","범죄자[명]","명","1454","1454","1561","1667","1581","1358","1335","1445","1341","1396",
"배임","56~60세","범죄자[명]","명","1072","1022","1123","1257","1227","1190","1416","1285","1416","1368",
"배임","61~65세","범죄자[명]","명","661","618","699","722","719","791","753","865","1021","1011",
"배임","66~70세","범죄자[명]","명","454","414","436","455","458","428","440","462","462","529",
"배임","71세이상","범죄자[명]","명","363","403","436","452","430","434","436","587","488","538",
"배임","미상","범죄자[명]","명","","6","19","34","35","56","21","28","98","93",
"풍속범죄","계","범죄자[명]","명","61383","50905","48014","41694","41083","45149","35781","32183","33779","34671",
"풍속범죄","미성년","범죄자[명]","명","601","795","837","839","953","1434","1486","1590","1644","2253",
"풍속범죄","14세미만","범죄자[명]","명","5","11","6","1","1","","4","","","",
"풍속범죄","14세","범죄자[명]","명","26","59","67","106","89","167","154","214","235","334",
"풍속범죄","15세","범죄자[명]","명","65","110","116","102","147","246","268","291","279","413",
"풍속범죄","16세","범죄자[명]","명","130","175","151","168","215","304","344","320","327","516",
"풍속범죄","17세","범죄자[명]","명","169","187","220","214","224","307","372","378","370","501",
"풍속범죄","18세","범죄자[명]","명","206","253","277","248","277","410","344","387","433","489",
"풍속범죄","성년","범죄자[명]","명","60781","50103","47162","40833","40103","43690","34281","30578","32093","32397",
"풍속범죄","19세","범죄자[명]","명","481","409","572","366","385","472","357","380","389","591",
"풍속범죄","20세","범죄자[명]","명","521","378","414","270","310","448","355","297","335","469",
"풍속범죄","21~25세","범죄자[명]","명","3653","3113","3855","2612","2771","4080","2828","2638","2899","3501",
"풍속범죄","26~30세","범죄자[명]","명","5839","4205","4783","3576","3447","5123","3425","3106","3409","3887",
"풍속범죄","31~35세","범죄자[명]","명","6308","4975","5415","4533","4061","5806","3773","2966","2990","2910",
"풍속범죄","36~40세","범죄자[명]","명","6962","5149","4804","4020","3441","4583","3330","2962","3256","3208",
"풍속범죄","41~45세","범죄자[명]","명","8162","6626","5692","4952","4193","4336","3083","2521","2642","2532",
"풍속범죄","46~50세","범죄자[명]","명","10048","8066","6442","5788","5434","4711","3775","3143","3074","2823",
"풍속범죄","51~55세","범죄자[명]","명","9645","8471","7296","6517","6719","5532","4432","3884","3557","3299",
"풍속범죄","56~60세","범죄자[명]","명","5215","4918","4434","4620","5076","4704","4686","4301","4199","3983",
"풍속범죄","61~65세","범죄자[명]","명","2417","2388","2080","2128","2467","2285","2424","2494","2950","2873",
"풍속범죄","66~70세","범죄자[명]","명","1060","961","948","943","1134","1009","1114","1152","1432","1401",
"풍속범죄","71세이상","범죄자[명]","명","470","444","427","508","665","601","699","734","961","920",
"풍속범죄","미상","범죄자[명]","명","1","7","15","22","27","25","14","15","42","21",
"성풍속범죄","계","범죄자[명]","명","15209","16321","18688","13945","11917","11207","12046","12713","12473","13546",
"성풍속범죄","미성년","범죄자[명]","명","572","734","820","801","892","1258","1401","1521","1572","2162",
"성풍속범죄","14세미만","범죄자[명]","명","5","11","6","1","1","","4","","","",
"성풍속범죄","14세","범죄자[명]","명","25","55","67","106","88","166","153","214","234","330",
"성풍속범죄","15세","범죄자[명]","명","63","99","116","102","144","238","263","288","274","410",
"성풍속범죄","16세","범죄자[명]","명","124","161","150","166","208","280","334","309","319","500",
"성풍속범죄","17세","범죄자[명]","명","161","172","216","202","210","268","345","357","357","480",
"성풍속범죄","18세","범죄자[명]","명","194","236","265","224","241","306","302","353","388","442",
"성풍속범죄","성년","범죄자[명]","명","14636","15580","17853","13129","10999","9941","10632","11181","10871","11370",
"성풍속범죄","19세","범죄자[명]","명","446","361","543","307","294","301","302","331","316","459",
"성풍속범죄","20세","범죄자[명]","명","440","307","361","207","229","259","279","249","254","357",
"성풍속범죄","21~25세","범죄자[명]","명","2754","2412","3259","1828","1793","1743","1790","1983","1908","2241",
"성풍속범죄","26~30세","범죄자[명]","명","3169","2742","3304","2097","1876","1688","1794","2059","1937","2179",
"성풍속범죄","31~35세","범죄자[명]","명","2392","2604","3121","2308","1960","1620","1714","1635","1470","1416",
"성풍속범죄","36~40세","범죄자[명]","명","1819","2085","2189","1783","1397","1160","1230","1379","1353","1271",
"성풍속범죄","41~45세","범죄자[명]","명","1338","1777","1893","1642","1127","978","980","934","1000","899",
"성풍속범죄","46~50세","범죄자[명]","명","1071","1406","1275","1180","866","727","848","876","890","781",
"성풍속범죄","51~55세","범죄자[명]","명","691","1013","1024","885","638","639","635","620","582","588",
"성풍속범죄","56~60세","범죄자[명]","명","293","471","497","514","415","434","507","534","485","518",
"성풍속범죄","61~65세","범죄자[명]","명","125","231","229","221","216","174","263","293","322","296",
"성풍속범죄","66~70세","범죄자[명]","명","60","110","98","104","111","127","143","131","162","172",
