"죄종별","연령별","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"성풍속범죄","71세이상","범죄자[명]","명","38","61","60","53","77","91","147","157","192","193",
"성풍속범죄","미상","범죄자[명]","명","1","7","15","15","26","8","13","11","30","14",
"도박범죄","계","범죄자[명]","명","46174","34584","29326","27749","29166","33942","23735","19470","21306","21125",
"도박범죄","미성년","범죄자[명]","명","29","61","17","38","61","176","85","69","72","91",
"도박범죄","14세미만","범죄자[명]","명","","","","","","","-","","","",
"도박범죄","14세","범죄자[명]","명","1","4","","","1","1","1","-","1","4",
"도박범죄","15세","범죄자[명]","명","2","11","","","3","8","5","3","5","3",
"도박범죄","16세","범죄자[명]","명","6","14","1","2","7","24","10","11","8","16",
"도박범죄","17세","범죄자[명]","명","8","15","4","12","14","39","27","21","13","21",
"도박범죄","18세","범죄자[명]","명","12","17","12","24","36","104","42","34","45","47",
"도박범죄","성년","범죄자[명]","명","46145","34523","29309","27704","29104","33749","23649","19397","21222","21027",
"도박범죄","19세","범죄자[명]","명","35","48","29","59","91","171","55","49","73","132",
"도박범죄","20세","범죄자[명]","명","81","71","53","63","81","189","76","48","81","112",
"도박범죄","21~25세","범죄자[명]","명","899","701","596","784","978","2337","1038","655","991","1260",
"도박범죄","26~30세","범죄자[명]","명","2670","1463","1479","1479","1571","3435","1631","1047","1472","1708",
"도박범죄","31~35세","범죄자[명]","명","3916","2371","2294","2225","2101","4186","2059","1331","1520","1494",
"도박범죄","36~40세","범죄자[명]","명","5143","3064","2615","2237","2044","3423","2100","1583","1903","1937",
"도박범죄","41~45세","범죄자[명]","명","6824","4849","3799","3310","3066","3358","2103","1587","1642","1633",
"도박범죄","46~50세","범죄자[명]","명","8977","6660","5167","4608","4568","3984","2927","2267","2184","2042",
"도박범죄","51~55세","범죄자[명]","명","8954","7458","6272","5632","6081","4893","3797","3264","2975","2711",
"도박범죄","56~60세","범죄자[명]","명","4922","4447","3937","4106","4661","4270","4179","3767","3714","3465",
"도박범죄","61~65세","범죄자[명]","명","2292","2157","1851","1907","2251","2111","2161","2201","2628","2577",
"도박범죄","66~70세","범죄자[명]","명","1000","851","850","839","1023","882","971","1021","1270","1229",
"도박범죄","71세이상","범죄자[명]","명","432","383","367","455","588","510","552","577","769","727",
"도박범죄","미상","범죄자[명]","명","","","","7","1","17","1","4","12","7",
"특별경제범죄","계","범죄자[명]","명","91622","93427","83308","87648","90356","77669","72452","75348","79175","67904",
"특별경제범죄","미성년","범죄자[명]","명","804","1229","1132","978","1686","839","642","588","730","555",
"특별경제범죄","14세미만","범죄자[명]","명","20","48","23","7","2","3","5","","","",
"특별경제범죄","14세","범죄자[명]","명","66","109","95","87","50","27","29","35","25","56",
"특별경제범죄","15세","범죄자[명]","명","131","186","164","103","164","84","67","66","68","44",
"특별경제범죄","16세","범죄자[명]","명","182","224","179","144","303","160","128","73","111","94",
"특별경제범죄","17세","범죄자[명]","명","182","304","273","225","362","218","131","166","171","138",
"특별경제범죄","18세","범죄자[명]","명","223","358","398","412","805","347","282","248","355","223",
"특별경제범죄","성년","범죄자[명]","명","90813","92111","82019","86483","88428","76551","71682","74524","78118","66976",
"특별경제범죄","19세","범죄자[명]","명","515","567","705","851","1450","845","729","619","718","508",
"특별경제범죄","20세","범죄자[명]","명","698","666","684","742","1243","808","802","669","664","587",
"특별경제범죄","21~25세","범죄자[명]","명","5436","5313","5085","5238","6884","4967","4757","4504","4414","3756",
"특별경제범죄","26~30세","범죄자[명]","명","9657","9389","7310","6614","7525","5563","5418","5402","5718","4999",
"특별경제범죄","31~35세","범죄자[명]","명","10703","10707","9411","9449","9536","7649","7057","6510","6339","5290",
"특별경제범죄","36~40세","범죄자[명]","명","12081","11658","10042","9724","9600","8253","7728","8510","8937","7079",
"특별경제범죄","41~45세","범죄자[명]","명","14017","13944","12191","12628","11910","10210","8951","9193","9344","7525",
"특별경제범죄","46~50세","범죄자[명]","명","14050","14021","12044","13035","12519","11274","10452","11371","11516","9453",
"특별경제범죄","51~55세","범죄자[명]","명","11746","12637","11639","12866","12253","11137","10018","10360","10748","9483",
"특별경제범죄","56~60세","범죄자[명]","명","6569","7134","6875","8029","8351","8248","8269","9110","9876","8529",
"특별경제범죄","61~65세","범죄자[명]","명","2859","3307","3232","3806","3779","4099","4272","4741","5674","5599",
"특별경제범죄","66~70세","범죄자[명]","명","1469","1613","1627","1967","1836","1941","1910","1942","2394","2372",
"특별경제범죄","71세이상","범죄자[명]","명","1013","1155","1174","1534","1542","1557","1319","1593","1776","1796",
"특별경제범죄","미상","범죄자[명]","명","5","87","157","187","242","279","128","236","327","373",
"마약범죄","계","범죄자[명]","명","5409","4731","5049","5264","6913","8443","8512","7677","9875","11630",
"마약범죄","미성년","범죄자[명]","명","20","10","23","46","61","43","38","56","71","132",
"마약범죄","14세미만","범죄자[명]","명","","","","","","","-","","","",
"마약범죄","14세","범죄자[명]","명","","","","2","2","1","-","1","3","2",
"마약범죄","15세","범죄자[명]","명","1","","3","4","1","3","3","3","3","7",
"마약범죄","16세","범죄자[명]","명","1","1","1","9","7","10","5","6","6","24",
"마약범죄","17세","범죄자[명]","명","7","2","6","19","22","13","13","19","17","33",
"마약범죄","18세","범죄자[명]","명","11","7","13","12","29","16","17","27","42","66",
"마약범죄","성년","범죄자[명]","명","5389","4721","5025","5216","6850","8399","8474","7616","9799","11496",
"마약범죄","19세","범죄자[명]","명","12","17","18","29","30","33","30","49","91","108",
"마약범죄","20세","범죄자[명]","명","17","24","24","36","39","48","50","65","119","129",
"마약범죄","21~25세","범죄자[명]","명","188","183","238","305","382","499","568","511","936","1311",
"마약범죄","26~30세","범죄자[명]","명","360","367","376","470","531","735","827","764","1304","1700",
"마약범죄","31~35세","범죄자[명]","명","671","599","583","664","775","918","941","800","1227","1420",
"마약범죄","36~40세","범죄자[명]","명","852","740","768","781","937","1199","1212","921","1192","1294",
"마약범죄","41~45세","범죄자[명]","명","1030","897","925","937","1202","1322","1089","967","987","1124",
"마약범죄","46~50세","범죄자[명]","명","896","714","784","758","933","1198","1149","1015","1136","1124",
"마약범죄","51~55세","범죄자[명]","명","527","549","570","554","747","854","880","790","888","824",
"마약범죄","56~60세","범죄자[명]","명","304","220","247","239","430","516","547","541","629","675",
"마약범죄","61~65세","범죄자[명]","명","155","122","143","130","255","292","302","362","371","482",
"마약범죄","66~70세","범죄자[명]","명","138","115","119","118","178","236","289","257","258","347",
"마약범죄","71세이상","범죄자[명]","명","239","174","230","195","411","549","590","574","661","958",
"마약범죄","미상","범죄자[명]","명","","","1","2","2","1","-","5","5","2",
"보건범죄","계","범죄자[명]","명","20445","19531","23046","22085","20721","21649","19130","16965","18024","21810",
"보건범죄","미성년","범죄자[명]","명","28","36","25","26","31","33","34","18","25","54",
"보건범죄","14세미만","범죄자[명]","명","","","","","","1","-","","","",
"보건범죄","14세","범죄자[명]","명","","1","1","1","1","1","-","-","-","5",
"보건범죄","15세","범죄자[명]","명","2","7","","1","1","","1","2","4","7",
"보건범죄","16세","범죄자[명]","명","2","8","5","2","2","1","5","4","2","10",
"보건범죄","17세","범죄자[명]","명","5","2","5","3","5","9","12","3","4","9",
"보건범죄","18세","범죄자[명]","명","19","18","14","19","22","21","16","9","15","23",
"보건범죄","성년","범죄자[명]","명","20417","19488","23014","22055","20673","21575","19085","16917","17968","21687",
"보건범죄","19세","범죄자[명]","명","60","45","50","44","30","30","42","39","32","86",
"보건범죄","20세","범죄자[명]","명","87","76","62","49","40","48","55","54","55","99",
"보건범죄","21~25세","범죄자[명]","명","756","555","563","558","510","584","569","511","680","974",
"보건범죄","26~30세","범죄자[명]","명","1329","1113","1119","1153","965","1156","1220","1161","1391","1823",
"보건범죄","31~35세","범죄자[명]","명","1800","1555","1922","1922","1904","1995","1786","1629","1850","2221",
"보건범죄","36~40세","범죄자[명]","명","2651","2306","2412","2278","2161","2348","2247","1982","2159","2571",
"보건범죄","41~45세","범죄자[명]","명","3316","3058","3408","3150","2961","2921","2474","2043","2096","2247",
"보건범죄","46~50세","범죄자[명]","명","3512","3347","3883","3533","3455","3283","2894","2422","2413","2815",
"보건범죄","51~55세","범죄자[명]","명","3207","3312","4134","3851","3476","3597","2796","2528","2354","2780",
"보건범죄","56~60세","범죄자[명]","명","1864","1990","2714","2675","2645","2739","2445","2190","2308","2721",
"보건범죄","61~65세","범죄자[명]","명","909","1058","1388","1431","1298","1498","1368","1316","1413","1830",
"보건범죄","66~70세","범죄자[명]","명","506","581","778","756","660","733","623","554","690","858",
"보건범죄","71세이상","범죄자[명]","명","420","492","581","655","568","643","566","488","527","662",
"보건범죄","미상","범죄자[명]","명","","7","7","4","17","41","11","30","31","69",
"환경범죄","계","범죄자[명]","명","3113","3247","3588","3136","3176","3802","4378","4066","5088","4329",
"환경범죄","미성년","범죄자[명]","명","4","3","1","4","5","14","5","2","5","1",
"환경범죄","14세미만","범죄자[명]","명","","","","","","","-","","","",
"환경범죄","14세","범죄자[명]","명","","","","","2","3","1","-","2","-",
"환경범죄","15세","범죄자[명]","명","1","","","1","","3","2","-","-","-",
"환경범죄","16세","범죄자[명]","명","3","","","","","1","-","-","2","-",
"환경범죄","17세","범죄자[명]","명","","1","","","","2","1","1","-","1",
"환경범죄","18세","범죄자[명]","명","","2","1","3","3","5","1","1","1","-",
"환경범죄","성년","범죄자[명]","명","3109","3242","3583","3126","3167","3776","4372","4057","5070","4317",
"환경범죄","19세","범죄자[명]","명","1","3","","3","6","7","4","-","7","-",
"환경범죄","20세","범죄자[명]","명","2","4","2","6","6","5","6","3","8","-",
"환경범죄","21~25세","범죄자[명]","명","19","26","26","20","28","38","43","47","77","13",
"환경범죄","26~30세","범죄자[명]","명","65","65","47","56","66","66","76","63","110","61",
"환경범죄","31~35세","범죄자[명]","명","123","119","152","119","115","172","193","142","184","151",
"환경범죄","36~40세","범죄자[명]","명","244","244","285","254","241","241","367","313","436","326",
"환경범죄","41~45세","범죄자[명]","명","497","500","517","448","373","475","488","423","579","388",
"환경범죄","46~50세","범죄자[명]","명","681","613","736","614","554","696","724","746","768","652",
"환경범죄","51~55세","범죄자[명]","명","674","716","781","694","682","767","867","769","971","899",
"환경범죄","56~60세","범죄자[명]","명","381","454","563","438","537","667","832","794","928","839",
"환경범죄","61~65세","범죄자[명]","명","255","278","270","280","325","350","449","424","570","557",
"환경범죄","66~70세","범죄자[명]","명","108","133","119","116","148","170","207","219","275","265",
"환경범죄","71세이상","범죄자[명]","명","59","87","85","78","86","122","116","114","157","166",
"환경범죄","미상","범죄자[명]","명","","2","4","6","4","12","1","7","13","11",
"교통범죄","계","범죄자[명]","명","524350","512076","536756","533126","549374","555352","484552","413147","383717","356446",
"교통범죄","미성년","범죄자[명]","명","11795","11977","9751","9247","9022","9307","9338","7391","7081","7779",
"교통범죄","14세미만","범죄자[명]","명","123","42","31","6","13","10","23","","","",
"교통범죄","14세","범죄자[명]","명","307","707","549","521","421","368","422","350","468","546",
"교통범죄","15세","범죄자[명]","명","1489","1881","1418","1236","1179","1192","1237","908","895","1048",
"교통범죄","16세","범죄자[명]","명","3142","3207","2553","2299","2059","2410","2383","1746","1597","1845",
"교통범죄","17세","범죄자[명]","명","3669","3142","2500","2397","2415","2491","2566","2063","1837","1915",
"교통범죄","18세","범죄자[명]","명","3065","2998","2700","2788","2935","2836","2707","2324","2284","2425",
"교통범죄","성년","범죄자[명]","명","512553","500039","526907","523635","540135","545644","475077","405659","376521","348544",
"교통범죄","19세","범죄자[명]","명","3289","2858","2643","2880","3583","3350","2932","2555","2785","2757",
"교통범죄","20세","범죄자[명]","명","2279","2381","2182","2268","2675","2919","2685","2206","2355","2602",
"교통범죄","21~25세","범죄자[명]","명","26419","28348","29500","29784","32346","34086","31804","26444","24290","23389",
"교통범죄","26~30세","범죄자[명]","명","62801","59340","60006","54755","52935","52999","47132","39560","37143","34293",
"교통범죄","31~35세","범죄자[명]","명","64073","61873","67618","66173","65364","63277","52398","40672","34613","29992",
"교통범죄","36~40세","범죄자[명]","명","68820","63141","65471","60695","58749","60021","52245","44044","39666","35030",
"교통범죄","41~45세","범죄자[명]","명","76361","73206","76468","73518","71184","68606","55606","43646","37243","33044",
"교통범죄","46~50세","범죄자[명]","명","74739","70434","72622","70818","73477","72951","61190","51038","44877","40028",
"교통범죄","51~55세","범죄자[명]","명","61633","62255","66368","67943","70258","69140","57078","48049","43187","41499",
"교통범죄","56~60세","범죄자[명]","명","35246","37603","40747","45106","51396","54088","50470","45990","44157","41030",
"교통범죄","61~65세","범죄자[명]","명","19809","20339","22369","24785","28350","31302","30716","30081","31654","31199",
"교통범죄","66~70세","범죄자[명]","명","10310","10625","11839","13651","16018","17795","16672","16735","17717","17210",
"교통범죄","71세이상","범죄자[명]","명","6774","7636","9074","11259","13800","15110","14149","14639","16834","16471",
"교통범죄","미상","범죄자[명]","명","2","60","98","244","217","401","137","97","115","123",
"노동범죄","계","범죄자[명]","명","2641","2378","2309","2131","2395","5860","4964","2073","865","613",
"노동범죄","미성년","범죄자[명]","명","7","4","4","1","12","6","3","5","1","-",
"노동범죄","14세미만","범죄자[명]","명","","","","","","","-","","","",
"노동범죄","14세","범죄자[명]","명","","","","","2","","-","-","-","-",
"노동범죄","15세","범죄자[명]","명","","1","","","1","1","-","-","1","-",
"노동범죄","16세","범죄자[명]","명","2","","","","7","","2","-","-","-",
"노동범죄","17세","범죄자[명]","명","1","1","3","","2","","1","1","-","-",
"노동범죄","18세","범죄자[명]","명","4","2","1","1","","5","-","4","-","-",
"노동범죄","성년","범죄자[명]","명","2634","2374","2296","2123","2381","5851","4959","2065","857","608",
"노동범죄","19세","범죄자[명]","명","6","2","5","2","2","3","1","2","1","-",
"노동범죄","20세","범죄자[명]","명","14","4","4","3","3","18","2","2","1","2",
"노동범죄","21~25세","범죄자[명]","명","101","85","57","49","32","124","117","40","24","8",
"노동범죄","26~30세","범죄자[명]","명","244","223","180","139","104","297","252","110","47","42",
"노동범죄","31~35세","범죄자[명]","명","333","299","298","255","308","656","532","205","78","52",
"노동범죄","36~40세","범죄자[명]","명","436","311","303","316","304","748","602","276","100","85",
"노동범죄","41~45세","범죄자[명]","명","463","370","427","374","388","873","712","249","129","75",
"노동범죄","46~50세","범죄자[명]","명","424","376","386","366","376","832","760","361","131","82",
"노동범죄","51~55세","범죄자[명]","명","328","349","322","319","394","938","764","318","130","105",
"노동범죄","56~60세","범죄자[명]","명","160","206","199","185","266","791","674","287","126","82",
"노동범죄","61~65세","범죄자[명]","명","90","114","74","87","146","427","409","161","53","45",
"노동범죄","66~70세","범죄자[명]","명","23","30","26","19","40","124","123","36","23","25",
"노동범죄","71세이상","범죄자[명]","명","12","5","15","9","18","20","11","18","14","5",
"노동범죄","미상","범죄자[명]","명","","","9","7","2","3","2","3","7","5",
"안보범죄","계","범죄자[명]","명","160","126","152","90","174","151","251","187","545","678",
"안보범죄","미성년","범죄자[명]","명","2","2","4","1","1","","7","2","-","7",
"안보범죄","14세미만","범죄자[명]","명","","","","","","","-","","","",
"안보범죄","14세","범죄자[명]","명","1","1","","","","","-","-","-","-",
"안보범죄","15세","범죄자[명]","명","","1","","","","","-","-","-","-",
"안보범죄","16세","범죄자[명]","명","","","1","","","","3","-","-","1",
"안보범죄","17세","범죄자[명]","명","1","","1","","1","","-","-","-","4",
"안보범죄","18세","범죄자[명]","명","","","2","1","","","4","2","-","2",
"안보범죄","성년","범죄자[명]","명","158","124","148","88","173","145","241","175","541","666",
"안보범죄","19세","범죄자[명]","명","4","","","","","","-","8","7","7",
"안보범죄","20세","범죄자[명]","명","","","","","","","2","3","15","15",
"안보범죄","21~25세","범죄자[명]","명","7","8","6","4","31","21","23","41","188","173",
"안보범죄","26~30세","범죄자[명]","명","9","7","4","6","43","12","52","37","130","193",
"안보범죄","31~35세","범죄자[명]","명","11","9","32","7","13","19","39","16","60","93",
"안보범죄","36~40세","범죄자[명]","명","32","23","19","7","20","8","30","14","55","80",
"안보범죄","41~45세","범죄자[명]","명","23","26","21","18","19","14","19","9","19","41",
"안보범죄","46~50세","범죄자[명]","명","24","26","23","22","15","15","17","13","24","25",
"안보범죄","51~55세","범죄자[명]","명","23","13","18","10","15","20","14","13","11","12",
"안보범죄","56~60세","범죄자[명]","명","18","7","11","6","7","20","21","6","22","11",
"안보범죄","61~65세","범죄자[명]","명","3","2","4","3","4","12","11","3","5","12",
"안보범죄","66~70세","범죄자[명]","명","2","1","2","2","3","4","4","1","1","2",
"안보범죄","71세이상","범죄자[명]","명","2","2","8","3","3","","9","11","4","2",
"안보범죄","미상","범죄자[명]","명","","","","1","","6","3","10","4","5",
"선거범죄","계","범죄자[명]","명","400","1855","409","2800","1121","1525","787","3280","1180","1545",
"선거범죄","미성년","범죄자[명]","명","","18","2","6","1","1","10","12","-","23",
"선거범죄","14세미만","범죄자[명]","명","","","","","","","-","","","",
"선거범죄","14세","범죄자[명]","명","","","","","","","-","-","-","-",
"선거범죄","15세","범죄자[명]","명","","","","","1","","-","1","-","1",
"선거범죄","16세","범죄자[명]","명","","3","","3","","","1","5","-","-",
"선거범죄","17세","범죄자[명]","명","","9","","","","1","1","2","-","4",
"선거범죄","18세","범죄자[명]","명","","6","2","3","","","8","4","-","18",
"선거범죄","성년","범죄자[명]","명","400","1837","405","2779","1119","1498","749","3257","1178","1507",
"선거범죄","19세","범죄자[명]","명","","5","5","10","","6","11","3","-","18",
"선거범죄","20세","범죄자[명]","명","","4","4","3","","4","4","5","-","9",
"선거범죄","21~25세","범죄자[명]","명","1","39","15","43","1","36","29","51","1","67",
"선거범죄","26~30세","범죄자[명]","명","3","66","21","48","5","46","36","65","1","43",
"선거범죄","31~35세","범죄자[명]","명","22","95","25","85","5","45","36","95","11","37",
"선거범죄","36~40세","범죄자[명]","명","33","160","39","153","15","68","40","167","15","63",
"선거범죄","41~45세","범죄자[명]","명","67","264","43","293","42","164","81","255","29","88",
"선거범죄","46~50세","범죄자[명]","명","79","390","62","460","90","270","84","480","81","198",
"선거범죄","51~55세","범죄자[명]","명","78","346","74","617","241","317","103","641","170","273",
"선거범죄","56~60세","범죄자[명]","명","54","251","47","524","315","295","139","730","318","321",
"선거범죄","61~65세","범죄자[명]","명","36","130","39","314","222","149","78","448","310","217",
"선거범죄","66~70세","범죄자[명]","명","15","47","17","159","90","58","53","211","146","110",
"선거범죄","71세이상","범죄자[명]","명","12","40","14","70","93","40","55","106","96","63",
"선거범죄","미상","범죄자[명]","명","","","2","15","1","26","28","11","2","15",
"병역범죄","계","범죄자[명]","명","22752","18359","23200","18523","18241","15659","14574","13254","11809","3164",
"병역범죄","미성년","범죄자[명]","명","","","0","","1","2","1","-","-","-",
"병역범죄","14세미만","범죄자[명]","명","","","","","","","-","","","",
"병역범죄","14세","범죄자[명]","명","","","","","","","-","-","-","-",
"병역범죄","15세","범죄자[명]","명","","","","","","","-","-","-","-",
"병역범죄","16세","범죄자[명]","명","","","","","","","-","-","-","-",
"병역범죄","17세","범죄자[명]","명","","","","","","","-","-","-","-",
"병역범죄","18세","범죄자[명]","명","","","","","1","2","1","-","-","-",
"병역범죄","성년","범죄자[명]","명","22752","18359","23200","18523","18240","15657","14570","13251","11809","3163",
"병역범죄","19세","범죄자[명]","명","1","133","216","185","180","146","121","87","89","50",
"병역범죄","20세","범죄자[명]","명","567","361","441","442","403","373","371","218","96","76",
"병역범죄","21~25세","범죄자[명]","명","5745","5671","7930","5681","5675","5366","5672","4997","4251","1052",
"병역범죄","26~30세","범죄자[명]","명","13119","9978","11759","9544","9156","7461","6639","6280","5922","1554",
"병역범죄","31~35세","범죄자[명]","명","2834","1850","2355","2309","2445","1901","1326","1172","995","293",
"병역범죄","36~40세","범죄자[명]","명","248","165","187","176","237","229","228","261","240","90",
"병역범죄","41~45세","범죄자[명]","명","24","30","30","33","28","26","28","27","27","17",
"병역범죄","46~50세","범죄자[명]","명","69","58","95","51","29","45","55","50","46","6",
"병역범죄","51~55세","범죄자[명]","명","84","74","123","62","47","74","69","91","72","9",
"병역범죄","56~60세","범죄자[명]","명","39","30","48","29","34","25","46","52","44","9",
"병역범죄","61~65세","범죄자[명]","명","13","7","11","6","4","7","14","12","23","6",
"병역범죄","66~70세","범죄자[명]","명","5","2","4","5","1","4","1","3","3","-",
"병역범죄","71세이상","범죄자[명]","명","4","","1","","1","","-","1","1","1",
"병역범죄","미상","범죄자[명]","명","","","","","","","3","3","-","1",
"기타범죄","계","범죄자[명]","명","224781","208432","213524","230854","241747","310870","272830","247023","256000","244539",
"기타범죄","미성년","범죄자[명]","명","5875","7490","7510","7039","7531","7723","7273","6562","6591","6962",
"기타범죄","14세미만","범죄자[명]","명","25","33","31","15","21","31","28","","","",
"기타범죄","14세","범죄자[명]","명","288","696","507","512","437","448","412","509","592","650",
"기타범죄","15세","범죄자[명]","명","1037","1149","893","884","970","946","791","813","809","1070",
"기타범죄","16세","범죄자[명]","명","1354","1806","1770","1509","1663","1672","1611","1201","1281","1484",
"기타범죄","17세","범죄자[명]","명","1480","1940","2119","1997","2073","2093","2094","1881","1783","1863",
"기타범죄","18세","범죄자[명]","명","1691","1866","2190","2122","2367","2533","2337","2158","2126","1895",
"기타범죄","성년","범죄자[명]","명","218898","200867","205682","223445","233760","302329","265157","239666","248394","236083",
"기타범죄","19세","범죄자[명]","명","1773","1902","2044","2323","2772","3209","2773","2349","2550","2473",
"기타범죄","20세","범죄자[명]","명","1527","1585","1657","1949","2325","3156","2784","2349","2390","2535",
"기타범죄","21~25세","범죄자[명]","명","10066","9807","11129","12365","14203","20752","17458","15395","15554","15549",
"기타범죄","26~30세","범죄자[명]","명","19685","16166","16106","16305","16409","24109","18853","16854","17864","18121",
"기타범죄","31~35세","범죄자[명]","명","23503","20434","20778","22905","23314","32567","24236","19678","18748","17560",
"기타범죄","36~40세","범죄자[명]","명","27351","22938","22662","24006","24132","33159","28094","25295","25841","24429",
"기타범죄","41~45세","범죄자[명]","명","32863","29476","29412","31037","31320","38859","32059","27513","27140","25128",
"기타범죄","46~50세","범죄자[명]","명","34770","31199","31088","32679","34493","42287","37006","33222","34211","30786",
"기타범죄","51~55세","범죄자[명]","명","30607","30116","30849","33900","34214","40993","36471","32382","33058","31246",
"기타범죄","56~60세","범죄자[명]","명","17469","17645","19404","22651","24605","31335","31832","29869","32245","29518",
"기타범죄","61~65세","범죄자[명]","명","9461","9499","9966","11449","12620","16258","17551","17852","20261","20058",
"기타범죄","66~70세","범죄자[명]","명","5371","5409","5669","6188","6935","8340","8632","8859","9552","9651",
"기타범죄","71세이상","범죄자[명]","명","4452","4691","4918","5688","6418","7305","7408","8049","8980","9029",
"기타범죄","미상","범죄자[명]","명","8","75","332","370","456","818","400","795","1015","1494",
