"죄종별","전과별","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"지능범죄","미상","범죄자[명]","명","","145004","161660","143135","144678","139723","128550","142992","144664","145347",
"직무유기","계","범죄자[명]","명","669","823","802","801","860","642","663","713","788","947",
"직무유기","없음","범죄자[명]","명","610","172","148","125","144","124","96","67","72","70",
"직무유기","전과있음","범죄자[명]","명","59","76","63","44","51","41","31","19","26","19",
"직무유기","1범","범죄자[명]","명","31","59","38","27","35","19","11","7","15","10",
"직무유기","2범","범죄자[명]","명","11","6","12","9","11","12","13","6","2","7",
"직무유기","3범","범죄자[명]","명","8","5","6","5","4","7","5","1","4","1",
"직무유기","4범","범죄자[명]","명","4","2","2","1","","2","1","2","-","-",
"직무유기","5범","범죄자[명]","명","4","","2","","","","-","-","2","-",
"직무유기","6범","범죄자[명]","명","1","1","2","","","","1","2","1","-",
"직무유기","7범","범죄자[명]","명","","1","","","","","-","-","1","-",
"직무유기","8범","범죄자[명]","명","","","","1","","","-","-","-","-",
"직무유기","9범이상","범죄자[명]","명","","2","1","1","1","1","-","1","1","1",
"직무유기","미상","범죄자[명]","명","","575","591","632","665","477","536","627","690","858",
"직권남용","계","범죄자[명]","명","357","409","523","595","587","577","679","811","974","1021",
"직권남용","없음","범죄자[명]","명","320","75","108","78","77","80","94","126","110","112",
"직권남용","전과있음","범죄자[명]","명","37","34","36","38","31","30","55","59","54","25",
"직권남용","1범","범죄자[명]","명","20","19","23","21","15","13","24","31","25","18",
"직권남용","2범","범죄자[명]","명","12","5","6","10","7","9","15","12","14","5",
"직권남용","3범","범죄자[명]","명","4","4","2","2","2","2","7","5","10","-",
"직권남용","4범","범죄자[명]","명","","2","4","2","1","3","3","4","1","-",
"직권남용","5범","범죄자[명]","명","","3","","1","","2","3","3","-","-",
"직권남용","6범","범죄자[명]","명","","","","","","","1","1","2","-",
"직권남용","7범","범죄자[명]","명","","1","1","1","1","1","2","1","-","-",
"직권남용","8범","범죄자[명]","명","","","","","","","-","-","-","-",
"직권남용","9범이상","범죄자[명]","명","1","","","1","5","","-","2","2","2",
"직권남용","미상","범죄자[명]","명","","300","379","479","479","467","530","626","810","884",
"증수뢰","계","범죄자[명]","명","1239","832","855","848","842","788","1128","1131","942","807",
"증수뢰","없음","범죄자[명]","명","662","276","275","277","290","242","353","393","301","215",
"증수뢰","전과있음","범죄자[명]","명","577","388","407","384","330","376","530","420","387","311",
"증수뢰","1범","범죄자[명]","명","196","124","142","140","124","105","160","113","119","98",
"증수뢰","2범","범죄자[명]","명","98","75","84","84","57","68","95","68","87","58",
"증수뢰","3범","범죄자[명]","명","79","47","47","34","43","42","78","53","44","37",
"증수뢰","4범","범죄자[명]","명","53","40","41","24","22","28","45","28","32","25",
"증수뢰","5범","범죄자[명]","명","37","26","26","18","15","29","30","25","22","16",
"증수뢰","6범","범죄자[명]","명","30","14","17","13","12","18","29","21","12","11",
"증수뢰","7범","범죄자[명]","명","19","16","12","16","8","11","15","13","15","7",
"증수뢰","8범","범죄자[명]","명","16","7","6","9","8","13","19","15","13","9",
"증수뢰","9범이상","범죄자[명]","명","49","39","32","46","41","62","59","84","43","50",
"증수뢰","미상","범죄자[명]","명","","168","173","187","222","170","245","318","254","281",
"통화","계","범죄자[명]","명","121","163","434","334","286","220","531","255","143","86",
"통화","없음","범죄자[명]","명","68","31","45","23","33","29","27","16","21","6",
"통화","전과있음","범죄자[명]","명","53","75","91","77","78","67","115","60","46","22",
"통화","1범","범죄자[명]","명","7","17","26","14","16","13","6","8","8","2",
"통화","2범","범죄자[명]","명","7","11","10","8","9","7","10","4","2","-",
"통화","3범","범죄자[명]","명","7","9","8","6","5","8","6","1","3","5",
"통화","4범","범죄자[명]","명","9","5","5","2","2","4","2","2","5","1",
"통화","5범","범죄자[명]","명","4","3","1","6","3","8","16","9","6","-",
"통화","6범","범죄자[명]","명","3","4","3","1","5","","19","18","2","1",
"통화","7범","범죄자[명]","명","3","4","8","3","","","3","3","4","4",
"통화","8범","범죄자[명]","명","1","6","3","3","5","","2","-","4","2",
"통화","9범이상","범죄자[명]","명","12","16","27","34","33","27","51","15","12","7",
"통화","미상","범죄자[명]","명","","57","298","234","175","124","389","179","76","58",
"문서·인장","계","범죄자[명]","명","22105","19479","20406","19460","19022","18024","15918","15576","16253","15465",
"문서·인장","없음","범죄자[명]","명","15909","5309","4809","4107","3918","3798","3254","2878","3192","2705",
"문서·인장","전과있음","범죄자[명]","명","6196","5664","6362","6343","6117","5767","4826","4393","4398","4257",
"문서·인장","1범","범죄자[명]","명","1615","1465","1560","1402","1372","1268","1049","972","999","915",
"문서·인장","2범","범죄자[명]","명","997","893","919","864","895","875","719","631","613","579",
"문서·인장","3범","범죄자[명]","명","785","680","730","689","685","621","531","483","490","468",
"문서·인장","4범","범죄자[명]","명","504","463","481","548","508","460","410","362","332","352",
"문서·인장","5범","범죄자[명]","명","391","389","465","465","386","412","334","334","285","257",
"문서·인장","6범","범죄자[명]","명","297","287","307","351","275","294","252","221","213","202",
"문서·인장","7범","범죄자[명]","명","242","221","275","276","264","260","199","182","173","187",
"문서·인장","8범","범죄자[명]","명","222","188","198","219","214","183","173","134","124","152",
"문서·인장","9범이상","범죄자[명]","명","1143","1078","1427","1529","1518","1394","1159","1074","1169","1145",
"문서·인장","미상","범죄자[명]","명","","8506","9235","9010","8987","8459","7838","8305","8663","8503",
"유가증권인지","계","범죄자[명]","명","1025","633","548","552","399","373","330","295","208","117",
"유가증권인지","없음","범죄자[명]","명","721","29","30","30","22","18","20","11","14","6",
"유가증권인지","전과있음","범죄자[명]","명","304","217","177","207","145","128","127","81","57","39",
"유가증권인지","1범","범죄자[명]","명","25","24","13","20","21","10","13","13","6","5",
"유가증권인지","2범","범죄자[명]","명","30","23","12","23","13","13","8","7","6","5",
"유가증권인지","3범","범죄자[명]","명","25","25","21","22","10","10","9","7","1","2",
"유가증권인지","4범","범죄자[명]","명","29","19","11","12","6","9","11","4","5","-",
"유가증권인지","5범","범죄자[명]","명","28","14","14","11","13","9","9","6","6","4",
"유가증권인지","6범","범죄자[명]","명","19","14","17","11","11","9","5","3","2","1",
"유가증권인지","7범","범죄자[명]","명","9","8","7","12","4","3","10","3","3","1",
"유가증권인지","8범","범죄자[명]","명","8","18","7","9","3","7","4","6","1","3",
"유가증권인지","9범이상","범죄자[명]","명","131","72","75","87","64","58","58","32","27","18",
"유가증권인지","미상","범죄자[명]","명","","387","341","315","232","227","183","203","137","72",
"사기","계","범죄자[명]","명","264634","220887","239309","222173","228205","223210","208482","229854","246160","245009",
"사기","없음","범죄자[명]","명","183249","25638","23773","24936","26513","27040","26359","30285","36536","35135",
"사기","전과있음","범죄자[명]","명","81385","78872","84893","85110","88763","86236","81458","87512","95849","96013",
"사기","1범","범죄자[명]","명","13012","12549","12006","12623","13174","12940","12744","14197","15806","15729",
"사기","2범","범죄자[명]","명","9995","9345","9642","9932","10039","10070","9535","10364","11617","11418",
"사기","3범","범죄자[명]","명","8397","7866","8102","8220","8493","8459","7934","8374","9304","9425",
"사기","4범","범죄자[명]","명","6656","6344","6459","6712","6782","6742","6397","6636","7438","7054",
"사기","5범","범죄자[명]","명","5596","5320","5669","5624","5953","5774","5321","5660","6325","6214",
"사기","6범","범죄자[명]","명","4616","4434","4786","4825","5062","4864","4561","4639","4994","4903",
"사기","7범","범죄자[명]","명","3899","3708","4014","3890","4044","3887","3621","3876","4194","4222",
"사기","8범","범죄자[명]","명","3537","3223","3500","3227","3401","3276","3039","3139","3252","3379",
"사기","9범이상","범죄자[명]","명","25677","26083","30715","30057","31815","30224","28306","30627","32919","33669",
"사기","미상","범죄자[명]","명","","116377","130643","112127","112929","109934","100665","112057","113775","113861",
"횡령","계","범죄자[명]","명","31389","29507","32723","31975","35945","35583","33580","35270","35163","35930",
"횡령","없음","범죄자[명]","명","21773","5348","6201","5799","6890","7419","7788","7730","7774","7933",
"횡령","전과있음","범죄자[명]","명","9616","10173","11776","11381","13263","13094","12384","12362","12834","13170",
"횡령","1범","범죄자[명]","명","2116","2249","2639","2452","2873","2945","3011","3024","3064","3075",
"횡령","2범","범죄자[명]","명","1524","1512","1823","1744","1969","1984","1988","1906","1896","1984",
"횡령","3범","범죄자[명]","명","1143","1297","1399","1332","1494","1446","1433","1375","1422","1431",
"횡령","4범","범죄자[명]","명","900","947","1111","1009","1219","1150","1035","1023","1071","1076",
"횡령","5범","범죄자[명]","명","680","732","833","796","951","917","808","809","870","880",
"횡령","6범","범죄자[명]","명","573","610","662","629","768","678","661","613","672","741",
"횡령","7범","범죄자[명]","명","411","476","497","515","555","550","484","472","530","555",
"횡령","8범","범죄자[명]","명","391","370","425","397","471","452","383","388","416","398",
"횡령","9범이상","범죄자[명]","명","1878","1980","2387","2507","2963","2972","2581","2752","2893","3030",
"횡령","미상","범죄자[명]","명","","13986","14746","14795","15792","15070","13408","15178","14555","14827",
"배임","계","범죄자[명]","명","7860","7510","8425","9361","8233","7608","7806","8209","8151","8324",
"배임","없음","범죄자[명]","명","5930","1048","1105","1283","1081","926","1065","970","762","810",
"배임","전과있음","범죄자[명]","명","1930","1814","2066","2722","1955","1887","1985","1740","1685","1511",
"배임","1범","범죄자[명]","명","495","497","557","754","533","481","527","451","418","394",
"배임","2범","범죄자[명]","명","332","310","381","528","322","377","367","336","293","238",
"배임","3범","범죄자[명]","명","245","265","266","339","259","242","244","204","224","202",
"배임","4범","범죄자[명]","명","206","153","196","255","158","165","172","160","127","125",
"배임","5범","범죄자[명]","명","175","119","148","172","137","130","125","125","113","104",
"배임","6범","범죄자[명]","명","81","95","90","153","110","82","74","65","60","84",
"배임","7범","범죄자[명]","명","65","85","59","101","68","69","85","71","55","58",
"배임","8범","범죄자[명]","명","60","39","56","81","64","52","63","50","65","40",
"배임","9범이상","범죄자[명]","명","271","251","313","339","304","289","328","278","330","266",
"배임","미상","범죄자[명]","명","","4648","5254","5356","5197","4795","4756","5499","5704","6003",
"풍속범죄","계","범죄자[명]","명","61383","50905","48014","41694","41083","45149","35781","32183","33779","34671",
"풍속범죄","없음","범죄자[명]","명","25370","14597","14938","11960","11710","14949","11135","10131","10670","12355",
"풍속범죄","전과있음","범죄자[명]","명","36013","32049","28840","25753","26152","27647","21860","19138","19843","18747",
"풍속범죄","1범","범죄자[명]","명","8626","7305","6762","5718","5749","6554","4817","4395","4502","4382",
"풍속범죄","2범","범죄자[명]","명","6384","5445","5069","4289","4389","4793","3650","2965","3176","3028",
"풍속범죄","3범","범죄자[명]","명","4823","4314","3667","3254","3265","3413","2717","2375","2503","2346",
"풍속범죄","4범","범죄자[명]","명","3578","3154","2729","2628","2483","2585","2136","1700","1803","1659",
"풍속범죄","5범","범죄자[명]","명","2726","2456","2154","2008","2052","2007","1585","1392","1532","1314",
"풍속범죄","6범","범죄자[명]","명","2070","1931","1670","1465","1548","1590","1233","1090","1109","992",
"풍속범죄","7범","범죄자[명]","명","1636","1488","1335","1140","1207","1213","948","886","884","817",
"풍속범죄","8범","범죄자[명]","명","1267","1186","1002","908","946","1011","758","674","702","657",
"풍속범죄","9범이상","범죄자[명]","명","4903","4770","4452","4343","4513","4481","4016","3661","3632","3552",
"풍속범죄","미상","범죄자[명]","명","","4259","4236","3981","3221","2553","2786","2914","3266","3569",
"성풍속범죄","계","범죄자[명]","명","15209","16321","18688","13945","11917","11207","12046","12713","12473","13546",
"성풍속범죄","없음","범죄자[명]","명","10732","7376","8949","6097","5383","5705","5803","6086","5840","6871",
"성풍속범죄","전과있음","범죄자[명]","명","4477","6297","6903","5265","5011","4665","4973","5143","4970","4814",
"성풍속범죄","1범","범죄자[명]","명","1722","2100","2368","1817","1593","1452","1554","1701","1545","1532",
"성풍속범죄","2범","범죄자[명]","명","855","1193","1310","955","875","854","854","845","863","835",
"성풍속범죄","3범","범죄자[명]","명","520","808","754","556","554","531","537","587","547","541",
"성풍속범죄","4범","범죄자[명]","명","336","535","531","406","386","349","398","374","358","374",
"성풍속범죄","5범","범죄자[명]","명","251","386","403","283","278","274","297","297","303","251",
"성풍속범죄","6범","범죄자[명]","명","176","288","288","211","218","260","234","241","201","210",
"성풍속범죄","7범","범죄자[명]","명","138","206","219","164","210","132","172","183","185","157",
"성풍속범죄","8범","범죄자[명]","명","98","198","184","114","152","132","126","124","131","130",
"성풍속범죄","9범이상","범죄자[명]","명","381","583","846","759","745","681","801","791","837","784",
"성풍속범죄","미상","범죄자[명]","명","","2648","2836","2583","1523","837","1270","1484","1663","1861",
"도박범죄","계","범죄자[명]","명","46174","34584","29326","27749","29166","33942","23735","19470","21306","21125",
"도박범죄","없음","범죄자[명]","명","14638","7221","5989","5863","6327","9244","5332","4045","4830","5484",
"도박범죄","전과있음","범죄자[명]","명","31536","25752","21937","20488","21141","22982","16887","13995","14873","13933",
"도박범죄","1범","범죄자[명]","명","6904","5205","4394","3901","4156","5102","3263","2694","2957","2850",
"도박범죄","2범","범죄자[명]","명","5529","4252","3759","3334","3514","3939","2796","2120","2313","2193",
"도박범죄","3범","범죄자[명]","명","4303","3506","2913","2698","2711","2882","2180","1788","1956","1805",
"도박범죄","4범","범죄자[명]","명","3242","2619","2198","2222","2097","2236","1738","1326","1445","1285",
"도박범죄","5범","범죄자[명]","명","2475","2070","1751","1725","1774","1733","1288","1095","1229","1063",
"도박범죄","6범","범죄자[명]","명","1894","1643","1382","1254","1330","1330","999","849","908","782",
"도박범죄","7범","범죄자[명]","명","1498","1282","1116","976","997","1081","776","703","699","660",
"도박범죄","8범","범죄자[명]","명","1169","988","818","794","794","879","632","550","571","527",
"도박범죄","9범이상","범죄자[명]","명","4522","4187","3606","3584","3768","3800","3215","2870","2795","2768",
"도박범죄","미상","범죄자[명]","명","","1611","1400","1398","1698","1716","1516","1430","1603","1708",
"특별경제범죄","계","범죄자[명]","명","91622","93427","83308","87648","90356","77669","72452","75348","79175","67904",
"특별경제범죄","없음","범죄자[명]","명","52857","21638","16371","18490","20815","16644","15852","17313","19662","15690",
"특별경제범죄","전과있음","범죄자[명]","명","38765","43368","38015","41371","40897","37970","36292","36435","38246","32045",
"특별경제범죄","1범","범죄자[명]","명","9173","9778","7649","8481","8415","7369","7187","7521","8464","6530",
"특별경제범죄","2범","범죄자[명]","명","6147","6739","5711","6044","5899","5284","5150","5127","5436","4440",
"특별경제범죄","3범","범죄자[명]","명","4735","5151","4360","4524","4265","3952","3919","3888","4259","3375",
"특별경제범죄","4범","범죄자[명]","명","3555","3846","3282","3486","3311","3101","2941","3071","3028","2657",
"특별경제범죄","5범","범죄자[명]","명","2706","3020","2606","2812","2745","2511","2398","2408","2560","2032",
"특별경제범죄","6범","범죄자[명]","명","2005","2301","2109","2238","2167","2020","2025","1986","1896","1625",
"특별경제범죄","7범","범죄자[명]","명","1623","1771","1653","1750","1788","1597","1522","1588","1611","1292",
"특별경제범죄","8범","범죄자[명]","명","1371","1470","1337","1414","1509","1284","1247","1235","1208","1031",
"특별경제범죄","9범이상","범죄자[명]","명","7450","9292","9308","10622","10798","10852","9903","9611","9784","9063",
"특별경제범죄","미상","범죄자[명]","명","","28421","28922","27787","28644","23055","20308","21600","21267","20169",
"마약범죄","계","범죄자[명]","명","5409","4731","5049","5264","6913","8443","8512","7677","9875","11630",
"마약범죄","없음","범죄자[명]","명","1950","972","1167","1349","1784","2270","2240","2241","3227","4445",
"마약범죄","전과있음","범죄자[명]","명","3459","3370","3490","3437","4440","5275","5428","4656","5716","6160",
"마약범죄","1범","범죄자[명]","명","330","311","379","387","589","774","770","674","988","1171",
"마약범죄","2범","범죄자[명]","명","212","235","245","282","329","404","436","428","609","744",
"마약범죄","3범","범죄자[명]","명","180","167","190","211","299","314","387","365","453","463",
"마약범죄","4범","범죄자[명]","명","177","164","176","184","225","285","312","259","334","374",
"마약범죄","5범","범죄자[명]","명","164","165","159","156","198","249","255","233","279","319",
"마약범죄","6범","범죄자[명]","명","152","147","154","135","169","216","272","193","230","246",
"마약범죄","7범","범죄자[명]","명","160","107","150","131","166","213","193","160","204","214",
"마약범죄","8범","범죄자[명]","명","164","140","124","132","180","191","201","187","185","195",
"마약범죄","9범이상","범죄자[명]","명","1920","1934","1913","1819","2285","2629","2602","2157","2434","2434",
"마약범죄","미상","범죄자[명]","명","","389","392","478","689","898","844","780","932","1025",
"보건범죄","계","범죄자[명]","명","20445","19531","23046","22085","20721","21649","19130","16965","18024","21810",
"보건범죄","없음","범죄자[명]","명","10332","7258","7887","7829","7001","7809","6903","6500","6758","8202",
"보건범죄","전과있음","범죄자[명]","명","10113","10154","12796","11776","10851","11052","9244","7577","8399","9854",
"보건범죄","1범","범죄자[명]","명","3268","3285","3900","3360","3343","3406","2890","2302","2455","3022",
"보건범죄","2범","범죄자[명]","명","1957","2074","2498","2288","2058","2220","1850","1495","1596","1813",
"보건범죄","3범","범죄자[명]","명","1320","1381","1706","1657","1381","1481","1176","966","1072","1267",
"보건범죄","4범","범죄자[명]","명","880","861","1176","1135","1001","969","760","616","676","812",
"보건범죄","5범","범죄자[명]","명","641","603","817","757","698","673","556","452","554","605",
"보건범죄","6범","범죄자[명]","명","482","484","617","552","508","454","429","363","385","432",
"보건범죄","7범","범죄자[명]","명","343","309","463","435","378","351","292","280","287","338",
"보건범죄","8범","범죄자[명]","명","242","251","348","324","295","251","209","183","219","265",
"보건범죄","9범이상","범죄자[명]","명","980","906","1271","1268","1189","1247","1082","920","1155","1300",
"보건범죄","미상","범죄자[명]","명","","2119","2363","2480","2869","2788","2983","2888","2867","3754",
"환경범죄","계","범죄자[명]","명","3113","3247","3588","3136","3176","3802","4378","4066","5088","4329",
"환경범죄","없음","범죄자[명]","명","1065","714","764","702","638","822","888","747","955","719",
"환경범죄","전과있음","범죄자[명]","명","2048","2087","2412","2039","2127","2525","2913","2685","3377","2944",
"환경범죄","1범","범죄자[명]","명","477","462","516","452","439","556","573","508","534","422",
"환경범죄","2범","범죄자[명]","명","340","362","444","377","349","367","448","409","496","416",
"환경범죄","3범","범죄자[명]","명","246","266","302","223","269","307","332","323","426","317",
"환경범죄","4범","범죄자[명]","명","207","168","232","169","215","219","270","231","305","296",
"환경범죄","5범","범죄자[명]","명","143","161","185","150","168","206","226","200","253","204",
"환경범죄","6범","범죄자[명]","명","107","127","142","133","119","169","149","147","220","170",
"환경범죄","7범","범죄자[명]","명","91","96","92","85","62","98","127","125","143","130",
"환경범죄","8범","범죄자[명]","명","75","78","89","70","79","77","122","106","136","121",
"환경범죄","9범이상","범죄자[명]","명","362","367","410","380","427","526","666","636","864","868",
"환경범죄","미상","범죄자[명]","명","","446","412","395","411","455","577","634","756","666",
"교통범죄","계","범죄자[명]","명","524350","512076","536756","533126","549374","555352","484552","413147","383717","356446",
"교통범죄","없음","범죄자[명]","명","263154","143579","144153","139321","135060","129526","116138","97557","87467","78667",
"교통범죄","전과있음","범죄자[명]","명","261196","252207","269280","257373","256453","260429","224631","180884","153183","143557",
"교통범죄","1범","범죄자[명]","명","74162","72948","76308","72588","70354","69073","60565","48734","41134","37206",
"교통범죄","2범","범죄자[명]","명","49783","47217","51006","48492","47339","46899","40975","32584","27037","24515",
"교통범죄","3범","범죄자[명]","명","34949","33255","34915","32883","32373","32859","28334","22560","18981","17964",
"교통범죄","4범","범죄자[명]","명","24351","23337","24777","23495","23907","24147","20356","16476","13768","12928",
"교통범죄","5범","범죄자[명]","명","17657","16829","18344","17345","17454","18368","15237","12151","10313","9687",
"교통범죄","6범","범죄자[명]","명","12978","12588","13546","12970","13086","13925","11733","9150","7785","7363",
"교통범죄","7범","범죄자[명]","명","9658","9420","10270","9579","10028","10300","8731","7338","6267","6032",
"교통범죄","8범","범죄자[명]","명","7558","7284","7724","7376","7543","7971","6789","5439","4574","4409",
"교통범죄","9범이상","범죄자[명]","명","30100","29329","32390","32645","34369","36887","31911","26452","23324","23453",
"교통범죄","미상","범죄자[명]","명","","116290","123323","136432","157861","165397","143783","134706","143067","134222",
"노동범죄","계","범죄자[명]","명","2641","2378","2309","2131","2395","5860","4964","2073","865","613",
"노동범죄","없음","범죄자[명]","명","1004","714","732","653","881","3021","2485","839","170","134",
"노동범죄","전과있음","범죄자[명]","명","1637","1460","1363","1207","1290","2439","2008","1000","525","347",
"노동범죄","1범","범죄자[명]","명","388","350","308","264","277","746","626","260","95","73",
"노동범죄","2범","범죄자[명]","명","303","218","252","186","223","420","337","187","74","46",
"노동범죄","3범","범죄자[명]","명","215","185","168","169","175","313","271","136","54","33",
"노동범죄","4범","범죄자[명]","명","156","150","117","139","119","232","199","90","55","27",
"노동범죄","5범","범죄자[명]","명","129","111","115","90","85","154","143","65","36","28",
"노동범죄","6범","범죄자[명]","명","92","79","88","74","55","124","85","55","31","19",
"노동범죄","7범","범죄자[명]","명","70","76","41","43","55","85","62","31","23","23",
"노동범죄","8범","범죄자[명]","명","58","58","41","59","54","73","54","35","19","7",
"노동범죄","9범이상","범죄자[명]","명","226","233","233","183","247","292","231","141","138","91",
"노동범죄","미상","범죄자[명]","명","","204","214","271","224","400","471","234","170","132",
"안보범죄","계","범죄자[명]","명","160","126","152","90","174","151","251","187","545","678",
"안보범죄","없음","범죄자[명]","명","79","30","34","19","51","28","48","40","155","228",
"안보범죄","전과있음","범죄자[명]","명","81","82","92","45","93","50","163","96","305","373",
"안보범죄","1범","범죄자[명]","명","19","23","23","5","19","20","45","23","88","97",
"안보범죄","2범","범죄자[명]","명","15","19","20","9","10","1","33","14","61","52",
"안보범죄","3범","범죄자[명]","명","14","15","14","7","13","5","14","19","37","50",
"안보범죄","4범","범죄자[명]","명","6","10","11","2","12","6","16","10","32","45",
"안보범죄","5범","범죄자[명]","명","5","5","6","3","6","4","17","7","15","27",
"안보범죄","6범","범죄자[명]","명","3","3","2","7","10","3","5","3","12","22",
"안보범죄","7범","범죄자[명]","명","4","1","2","2","5","","4","4","13","13",
"안보범죄","8범","범죄자[명]","명","1","","2","2","2","1","2","7","9","14",
"안보범죄","9범이상","범죄자[명]","명","14","6","12","8","16","10","27","9","38","53",
"안보범죄","미상","범죄자[명]","명","","14","26","26","30","73","40","51","85","77",
"선거범죄","계","범죄자[명]","명","400","1855","409","2800","1121","1525","787","3280","1180","1545",
"선거범죄","없음","범죄자[명]","명","221","590","141","777","317","424","271","983","367","354",
"선거범죄","전과있음","범죄자[명]","명","179","862","185","1276","604","657","375","1289","478","606",
"선거범죄","1범","범죄자[명]","명","55","235","60","337","199","168","83","394","135","173",
"선거범죄","2범","범죄자[명]","명","34","188","30","248","132","127","84","247","87","127",
"선거범죄","3범","범죄자[명]","명","28","150","21","194","82","88","46","154","72","70",
"선거범죄","4범","범죄자[명]","명","17","68","17","118","65","72","36","112","53","53",
"선거범죄","5범","범죄자[명]","명","12","57","5","91","39","44","33","82","34","27",
"선거범죄","6범","범죄자[명]","명","7","34","19","66","23","32","12","60","21","20",
"선거범죄","7범","범죄자[명]","명","8","27","8","46","12","19","12","42","19","28",
"선거범죄","8범","범죄자[명]","명","5","24","9","29","15","17","9","34","13","21",
"선거범죄","9범이상","범죄자[명]","명","13","79","16","147","37","90","60","164","44","87",
"선거범죄","미상","범죄자[명]","명","","403","83","747","200","444","141","1008","335","585",
"병역범죄","계","범죄자[명]","명","22752","18359","23200","18523","18241","15659","14574","13254","11809","3164",
"병역범죄","없음","범죄자[명]","명","13684","7120","9090","6678","6283","5799","6048","5491","4952","908",
"병역범죄","전과있음","범죄자[명]","명","9068","10086","12385","11063","11213","9217","7957","7155","6304","1977",
"병역범죄","1범","범죄자[명]","명","2697","3104","3719","3209","3052","2627","2374","2159","1848","453",
"병역범죄","2범","범죄자[명]","명","1782","1969","2409","2143","2127","1747","1477","1390","1199","389",
"병역범죄","3범","범죄자[명]","명","1304","1380","1676","1450","1535","1197","1050","956","778","264",
"병역범죄","4범","범죄자[명]","명","875","1016","1115","1110","1069","868","765","612","583","214",
"병역범죄","5범","범죄자[명]","명","628","657","838","762","782","686","546","485","432","146",
"병역범죄","6범","범죄자[명]","명","456","483","664","578","588","491","401","322","345","118",
"병역범죄","7범","범죄자[명]","명","297","335","464","427","483","359","288","268","237","74",
"병역범죄","8범","범죄자[명]","명","231","276","373","320","317","244","244","176","180","68",
"병역범죄","9범이상","범죄자[명]","명","798","866","1127","1064","1260","998","812","787","702","251",
"병역범죄","미상","범죄자[명]","명","","1153","1725","782","745","643","569","608","553","279",
"기타범죄","계","범죄자[명]","명","224781","208432","213524","230854","241747","310870","272830","247023","256000","244539",
"기타범죄","없음","범죄자[명]","명","110780","57594","56907","61140","63178","84720","71141","61224","63872","59401",
"기타범죄","전과있음","범죄자[명]","명","114001","108786","111118","119072","120894","156337","134676","114724","116287","109327",
"기타범죄","1범","범죄자[명]","명","29517","26614","26464","28304","28618","37273","31646","26607","27000","25150",
"기타범죄","2범","범죄자[명]","명","19492","18223","18523","19879","19997","25565","21957","18505","18594","16945",
"기타범죄","3범","범죄자[명]","명","14577","13608","13406","14417","14553","18322","16168","13542","13524","12702",
"기타범죄","4범","범죄자[명]","명","10265","9922","10033","10490","10606","13676","12125","9875","10049","9314",
"기타범죄","5범","범죄자[명]","명","7758","7563","7646","8002","8336","10781","9127","7842","7950","7332",
"기타범죄","6범","범죄자[명]","명","5940","5665","5876","6310","6403","8402","7337","6105","6031","5671",
"기타범죄","7범","범죄자[명]","명","4532","4589","4587","4815","4814","6585","5525","4886","4841","4587",
"기타범죄","8범","범죄자[명]","명","3841","3569","3736","4011","4037","5191","4344","3710","3801","3640",
"기타범죄","9범이상","범죄자[명]","명","18079","19033","20847","22844","23530","30542","26447","23652","24497","23986",
"기타범죄","미상","범죄자[명]","명","","42052","45499","50642","57675","69813","67013","71075","75841","75811",
