"죄종별","생활정도별","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"도박범죄","혼인 및 미혼자부모관계","범죄자[명]","명","46174","34584","29326","27749","29166","33942","23735","19470","21306","21125",
"도박범죄","혼인관계","범죄자[명]","명","36180","27841","23251","21432","21888","21541","16529","13840","14409","13358",
"도박범죄","유배우자","범죄자[명]","명","30812","23319","19195","17235","17249","16778","12555","10295","10985","9995",
"도박범죄","동거","범죄자[명]","명","591","459","333","475","465","503","399","303","250","291",
"도박범죄","이혼","범죄자[명]","명","3937","3322","3054","3105","3477","3596","2966","2668","2632","2565",
"도박범죄","사별","범죄자[명]","명","840","741","669","617","697","664","609","574","542","507",
"도박범죄","미혼자 부모관계","범죄자[명]","명","7151","5076","4607","4888","5537","10663","5657","4195","5297","6045",
"도박범죄","실(양)부모","범죄자[명]","명","5301","3607","3227","3504","4021","8200","4083","2930","3852","4607",
"도박범죄","계부모","범죄자[명]","명","28","26","22","13","22","48","9","9","4","7",
"도박범죄","실부계모","범죄자[명]","명","17","15","7","6","6","24","14","2","17","9",
"도박범죄","실부무모","범죄자[명]","명","229","144","122","173","166","369","245","153","174","194",
"도박범죄","실모계부","범죄자[명]","명","8","7","9","8","10","22","13","9","15","9",
"도박범죄","실모무부","범죄자[명]","명","884","681","681","665","731","1276","813","598","707","704",
"도박범죄","계부무모","범죄자[명]","명","9","3","1","2","1","3","5","2","3","-",
"도박범죄","계모무부","범죄자[명]","명","9","9","3","3","1","11","4","4","1","2",
"도박범죄","무부모","범죄자[명]","명","666","584","535","514","579","710","471","488","524","513",
"도박범죄","미상","범죄자[명]","명","2843","1667","1468","1429","1741","1738","1549","1435","1600","1722",
"특별경제범죄","생활정도","범죄자[명]","명","91622","93427","83308","87648","90356","77669","72452","75348","79175","67904",
"특별경제범죄","하류","범죄자[명]","명","40371","43043","35975","40562","41581","35687","33904","35235","37532","29377",
"특별경제범죄","중류","범죄자[명]","명","18586","19994","16793","17901","18628","17899","17271","17631","19615","17586",
"특별경제범죄","상류","범죄자[명]","명","612","707","573","638","683","667","658","733","605","621",
"특별경제범죄","미상","범죄자[명]","명","32053","29683","29967","28547","29464","23416","20619","21749","21423","20320",
"특별경제범죄","혼인 및 미혼자부모관계","범죄자[명]","명","91622","93427","83308","87648","90356","77669","72452","75348","79175","67904",
"특별경제범죄","혼인관계","범죄자[명]","명","40015","42713","34993","39404","37812","35071","33206","34557","37632","30402",
"특별경제범죄","유배우자","범죄자[명]","명","32957","34815","27471","30006","28170","25960","24490","25459","27816","22194",
"특별경제범죄","동거","범죄자[명]","명","984","849","844","1001","1014","953","911","811","816","645",
"특별경제범죄","이혼","범죄자[명]","명","5213","6000","5763","7220","7503","7020","6815","7236","7808","6582",
"특별경제범죄","사별","범죄자[명]","명","861","1049","915","1177","1125","1138","990","1051","1192","981",
"특별경제범죄","미혼자 부모관계","범죄자[명]","명","19329","20929","18226","19603","23003","19140","18531","19027","20130","17188",
"특별경제범죄","실(양)부모","범죄자[명]","명","14350","15203","12394","13195","15957","12710","12516","12903","13483","11531",
"특별경제범죄","계부모","범죄자[명]","명","109","85","84","103","60","71","68","72","75","105",
"특별경제범죄","실부계모","범죄자[명]","명","52","62","44","73","68","50","56","59","49","49",
"특별경제범죄","실부무모","범죄자[명]","명","752","784","768","870","1024","862","799","864","980","778",
"특별경제범죄","실모계부","범죄자[명]","명","57","79","61","65","97","63","62","60","70","61",
"특별경제범죄","실모무부","범죄자[명]","명","2411","2633","2758","2844","3112","2758","2701","2608","2897","2355",
"특별경제범죄","계부무모","범죄자[명]","명","22","16","29","22","9","23","14","11","8","9",
"특별경제범죄","계모무부","범죄자[명]","명","71","53","34","37","38","32","22","19","24","23",
"특별경제범죄","무부모","범죄자[명]","명","1505","2014","2054","2394","2638","2571","2293","2431","2544","2277",
"특별경제범죄","미상","범죄자[명]","명","32278","29785","30089","28641","29541","23458","20715","21764","21413","20314",
"마약범죄","생활정도","범죄자[명]","명","5409","4731","5049","5264","6913","8443","8512","7677","9875","11630",
"마약범죄","하류","범죄자[명]","명","3295","3139","3123","3269","4508","5280","5371","4491","5809","6628",
"마약범죄","중류","범죄자[명]","명","1171","1068","1351","1380","1569","2087","2109","2244","2911","3699",
"마약범죄","상류","범죄자[명]","명","106","108","167","119","125","156","161","154","216","270",
"마약범죄","미상","범죄자[명]","명","837","416","408","496","711","920","871","788","939","1033",
"마약범죄","혼인 및 미혼자부모관계","범죄자[명]","명","5409","4731","5049","5264","6913","8443","8512","7677","9875","11630",
"마약범죄","혼인관계","범죄자[명]","명","3189","2898","3082","2950","3973","4812","4538","4150","4837","5643",
"마약범죄","유배우자","범죄자[명]","명","2027","1847","1906","1862","2328","2745","2577","2421","2784","3380",
"마약범죄","동거","범죄자[명]","명","222","184","185","173","251","270","255","215","254","253",
"마약범죄","이혼","범죄자[명]","명","690","693","765","738","1039","1351","1234","1117","1334","1360",
"마약범죄","사별","범죄자[명]","명","250","174","226","177","355","446","472","397","465","650",
"마약범죄","미혼자 부모관계","범죄자[명]","명","1370","1399","1553","1813","2221","2703","3084","2737","4099","4954",
"마약범죄","실(양)부모","범죄자[명]","명","873","913","1032","1247","1440","1829","2077","1878","3002","3813",
"마약범죄","계부모","범죄자[명]","명","4","5","3","4","12","24","22","17","25","13",
"마약범죄","실부계모","범죄자[명]","명","5","8","7","5","11","6","15","15","18","21",
"마약범죄","실부무모","범죄자[명]","명","57","49","50","67","86","91","112","124","142","186",
"마약범죄","실모계부","범죄자[명]","명","9","9","8","10","19","21","20","27","30","28",
"마약범죄","실모무부","범죄자[명]","명","245","251","284","338","409","469","524","424","550","591",
"마약범죄","계부무모","범죄자[명]","명","2","","3","1","2","3","4","2","6","4",
"마약범죄","계모무부","범죄자[명]","명","3","1","8","1","7","3","10","5","8","7",
"마약범죄","무부모","범죄자[명]","명","172","163","158","140","235","257","300","245","318","291",
"마약범죄","미상","범죄자[명]","명","850","434","414","501","719","928","890","790","939","1033",
"보건범죄","생활정도","범죄자[명]","명","20445","19531","23046","22085","20721","21649","19130","16965","18024","21810",
"보건범죄","하류","범죄자[명]","명","10981","9775","11463","10673","9600","9561","8412","7177","8204","9159",
"보건범죄","중류","범죄자[명]","명","6643","6743","8367","7912","6847","7935","6838","6067","6297","8139",
"보건범죄","상류","범죄자[명]","명","666","813","803","949","1351","1331","846","811","634","734",
"보건범죄","미상","범죄자[명]","명","2155","2200","2413","2551","2923","2822","3034","2910","2889","3778",
"보건범죄","혼인 및 미혼자부모관계","범죄자[명]","명","20445","19531","23046","22085","20721","21649","19130","16965","18024","21810",
"보건범죄","혼인관계","범죄자[명]","명","14878","14410","17476","16458","14891","15500","12777","11130","11259","12964",
"보건범죄","유배우자","범죄자[명]","명","11294","11171","13537","12765","11402","11935","9590","8242","8026","9429",
"보건범죄","동거","범죄자[명]","명","342","242","355","323","334","353","308","198","250","310",
"보건범죄","이혼","범죄자[명]","명","2494","2294","2685","2567","2477","2483","2274","2073","2375","2586",
"보건범죄","사별","범죄자[명]","명","748","703","899","803","678","729","605","617","608","639",
"보건범죄","미혼자 부모관계","범죄자[명]","명","3398","2907","3150","3079","2907","3321","3302","2919","3875","5068",
"보건범죄","실(양)부모","범죄자[명]","명","2602","2178","2346","2295","2117","2480","2543","2226","2896","3835",
"보건범죄","계부모","범죄자[명]","명","42","16","25","13","8","8","12","20","21","44",
"보건범죄","실부계모","범죄자[명]","명","7","8","7","7","14","6","4","7","10","16",
"보건범죄","실부무모","범죄자[명]","명","116","80","99","85","96","108","104","107","149","206",
"보건범죄","실모계부","범죄자[명]","명","10","10","11","10","6","9","4","7","9","17",
"보건범죄","실모무부","범죄자[명]","명","335","383","385","378","396","436","394","318","509","568",
"보건범죄","계부무모","범죄자[명]","명","3","4","6","4","1","4","4","2","-","2",
"보건범죄","계모무부","범죄자[명]","명","17","11","19","12","5","9","3","6","2","5",
"보건범죄","무부모","범죄자[명]","명","266","217","252","275","264","261","234","226","279","375",
"보건범죄","미상","범죄자[명]","명","2169","2214","2420","2548","2923","2828","3051","2916","2890","3778",
"환경범죄","생활정도","범죄자[명]","명","3113","3247","3588","3136","3176","3802","4378","4066","5088","4329",
"환경범죄","하류","범죄자[명]","명","1298","1323","1389","1154","1196","1394","1620","1504","1926","1726",
"환경범죄","중류","범죄자[명]","명","1305","1359","1671","1396","1378","1766","1985","1758","2205","1809",
"환경범죄","상류","범죄자[명]","명","93","111","113","186","185","182","185","167","193","125",
"환경범죄","미상","범죄자[명]","명","417","454","415","400","417","460","588","637","764","669",
"환경범죄","혼인 및 미혼자부모관계","범죄자[명]","명","3113","3247","3588","3136","3176","3802","4378","4066","5088","4329",
"환경범죄","혼인관계","범죄자[명]","명","2474","2578","2982","2529","2553","3053","3472","3123","3813","3335",
"환경범죄","유배우자","범죄자[명]","명","2230","2335","2687","2261","2237","2668","3015","2695","3197","2707",
"환경범죄","동거","범죄자[명]","명","37","48","59","58","66","56","78","78","65","87",
"환경범죄","이혼","범죄자[명]","명","164","158","197","171","197","270","311","286","470","452",
"환경범죄","사별","범죄자[명]","명","43","37","39","39","53","59","68","64","81","89",
"환경범죄","미혼자 부모관계","범죄자[명]","명","216","209","190","206","205","289","315","306","511","327",
"환경범죄","실(양)부모","범죄자[명]","명","146","135","135","137","138","191","231","211","358","219",
"환경범죄","계부모","범죄자[명]","명","","2","","","1","2","1","3","2","-",
"환경범죄","실부계모","범죄자[명]","명","2","1","1","","","","-","2","2","-",
"환경범죄","실부무모","범죄자[명]","명","13","5","2","9","9","12","14","12","22","10",
"환경범죄","실모계부","범죄자[명]","명","2","","","1","1","","-","2","2","3",
"환경범죄","실모무부","범죄자[명]","명","29","33","24","28","29","46","37","40","73","62",
"환경범죄","계부무모","범죄자[명]","명","","","","","","","-","1","-","-",
"환경범죄","계모무부","범죄자[명]","명","1","","1","","","","-","-","1","-",
"환경범죄","무부모","범죄자[명]","명","23","33","27","31","27","38","32","35","51","33",
"환경범죄","미상","범죄자[명]","명","423","460","416","401","418","460","591","637","764","667",
"교통범죄","생활정도","범죄자[명]","명","524350","512076","536756","533126","549374","555352","484552","413147","383717","356446",
"교통범죄","하류","범죄자[명]","명","242657","236170","252854","241031","235633","234590","202474","160136","137784","127215",
"교통범죄","중류","범죄자[명]","명","162937","153187","155205","149474","149757","149783","133899","114837","99770","92001",
"교통범죄","상류","범죄자[명]","명","3331","2958","3005","3146","3165","2837","2316","2223","1812","1725",
"교통범죄","미상","범죄자[명]","명","115425","119761","125692","139475","160819","168142","145863","135951","144351","135505",
"교통범죄","혼인 및 미혼자부모관계","범죄자[명]","명","524350","512076","536756","533126","549374","555352","484552","413147","383717","356446",
"교통범죄","혼인관계","범죄자[명]","명","293261","278416","292618","279618","271974","266825","227020","183384","155207","140745",
"교통범죄","유배우자","범죄자[명]","명","268349","253398","263279","249046","238439","230130","193969","155084","129140","114965",
"교통범죄","동거","범죄자[명]","명","3850","3460","4000","4477","4734","5333","4474","3639","3094","2768",
"교통범죄","이혼","범죄자[명]","명","17678","18086","21471","22212","24391","26791","24488","21060","19401","19647",
"교통범죄","사별","범죄자[명]","명","3384","3472","3868","3883","4410","4571","4089","3601","3572","3365",
"교통범죄","미혼자 부모관계","범죄자[명]","명","114825","113398","117899","113475","116063","119844","110841","93604","84005","79967",
"교통범죄","실(양)부모","범죄자[명]","명","96270","94670","96944","92415","93927","96097","88743","74839","66692","63086",
"교통범죄","계부모","범죄자[명]","명","578","476","589","736","550","565","501","438","371","301",
"교통범죄","실부계모","범죄자[명]","명","278","270","260","258","271","256","242","236","219","199",
"교통범죄","실부무모","범죄자[명]","명","3294","3206","3630","3786","3585","4115","4042","3415","3224","3123",
"교통범죄","실모계부","범죄자[명]","명","377","370","336","345","325","304","311","272","265","224",
"교통범죄","실모무부","범죄자[명]","명","9494","9873","11029","10775","11737","12321","11503","9586","8610","8383",
"교통범죄","계부무모","범죄자[명]","명","99","122","110","93","97","90","81","81","59","46",
"교통범죄","계모무부","범죄자[명]","명","367","292","295","397","331","288","240","209","216","178",
"교통범죄","무부모","범죄자[명]","명","4068","4119","4706","4670","5240","5808","5178","4528","4349","4427",
"교통범죄","미상","범죄자[명]","명","116264","120262","126239","140033","161337","168683","146691","136159","144505","135734",
"노동범죄","생활정도","범죄자[명]","명","2641","2378","2309","2131","2395","5860","4964","2073","865","613",
"노동범죄","하류","범죄자[명]","명","1586","1545","1439","1237","1482","3395","2852","1079","404","264",
"노동범죄","중류","범죄자[명]","명","720","601","634","612","648","2015","1593","733","280","209",
"노동범죄","상류","범죄자[명]","명","19","23","17","7","36","42","45","22","11","7",
"노동범죄","미상","범죄자[명]","명","316","209","219","275","229","408","474","239","170","133",
"노동범죄","혼인 및 미혼자부모관계","범죄자[명]","명","2641","2378","2309","2131","2395","5860","4964","2073","865","613",
"노동범죄","혼인관계","범죄자[명]","명","1733","1621","1612","1492","1731","4521","3788","1506","522","369",
"노동범죄","유배우자","범죄자[명]","명","1368","1265","1297","1221","1439","3870","3196","1216","381","275",
"노동범죄","동거","범죄자[명]","명","46","46","27","32","28","37","54","32","15","12",
"노동범죄","이혼","범죄자[명]","명","284","266","262","211","234","522","439","231","114","76",
"노동범죄","사별","범죄자[명]","명","35","44","26","28","30","92","99","27","12","6",
"노동범죄","미혼자 부모관계","범죄자[명]","명","587","548","478","364","434","928","700","327","173","111",
"노동범죄","실(양)부모","범죄자[명]","명","450","399","328","257","320","693","519","228","118","83",
"노동범죄","계부모","범죄자[명]","명","1","1","","1","1","7","15","5","-","-",
"노동범죄","실부계모","범죄자[명]","명","1","3","2","1","3","1","5","3","1","-",
"노동범죄","실부무모","범죄자[명]","명","20","27","18","22","16","28","17","15","4","8",
"노동범죄","실모계부","범죄자[명]","명","2","2","4","","","2","5","1","2","-",
"노동범죄","실모무부","범죄자[명]","명","79","72","77","47","71","133","86","47","26","12",
"노동범죄","계부무모","범죄자[명]","명","","2","","1","","","-","-","-","-",
"노동범죄","계모무부","범죄자[명]","명","","1","","3","1","","1","-","-","-",
"노동범죄","무부모","범죄자[명]","명","34","41","49","32","22","64","52","28","22","8",
"노동범죄","미상","범죄자[명]","명","321","209","219","275","230","411","476","240","170","133",
"안보범죄","생활정도","범죄자[명]","명","160","126","152","90","174","151","251","187","545","678",
"안보범죄","하류","범죄자[명]","명","57","64","61","39","70","48","137","92","351","338",
"안보범죄","중류","범죄자[명]","명","54","42","58","23","71","21","70","41","104","260",
"안보범죄","상류","범죄자[명]","명","1","2","2","2","3","8","4","3","4","3",
"안보범죄","미상","범죄자[명]","명","48","18","31","26","30","74","40","51","86","77",
"안보범죄","혼인 및 미혼자부모관계","범죄자[명]","명","160","126","152","90","174","151","251","187","545","678",
"안보범죄","혼인관계","범죄자[명]","명","72","83","84","47","72","37","81","43","92","156",
"안보범죄","유배우자","범죄자[명]","명","53","65","69","33","55","24","62","34","71","101",
"안보범죄","동거","범죄자[명]","명","5","6","1","","7","5","8","1","3","12",
"안보범죄","이혼","범죄자[명]","명","13","11","13","11","10","8","11","7","18","39",
"안보범죄","사별","범죄자[명]","명","1","1","1","3","","","-","1","-","4",
"안보범죄","미혼자 부모관계","범죄자[명]","명","40","25","36","17","72","40","130","93","367","445",
"안보범죄","실(양)부모","범죄자[명]","명","27","17","27","9","48","30","102","85","315","352",
"안보범죄","계부모","범죄자[명]","명","1","","","","","2","-","-","1","1",
"안보범죄","실부계모","범죄자[명]","명","","1","","","1","","-","1","5","1",
"안보범죄","실부무모","범죄자[명]","명","","1","1","","5","2","3","1","8","16",
"안보범죄","실모계부","범죄자[명]","명","","","","","","","-","-","3","3",
"안보범죄","실모무부","범죄자[명]","명","10","4","7","5","8","2","14","4","22","46",
"안보범죄","계부무모","범죄자[명]","명","","","","","","","-","-","-","-",
"안보범죄","계모무부","범죄자[명]","명","1","","","","","","1","-","-","-",
"안보범죄","무부모","범죄자[명]","명","1","2","1","3","10","4","10","2","13","26",
"안보범죄","미상","범죄자[명]","명","48","18","32","26","30","74","40","51","86","77",
"선거범죄","생활정도","범죄자[명]","명","400","1855","409","2800","1121","1525","787","3280","1180","1545",
"선거범죄","하류","범죄자[명]","명","153","628","140","778","269","416","350","758","187","391",
"선거범죄","중류","범죄자[명]","명","146","669","167","1066","552","563","268","1318","569","509",
"선거범죄","상류","범죄자[명]","명","24","124","16","185","92","93","23","195","88","59",
"선거범죄","미상","범죄자[명]","명","77","434","86","771","208","453","146","1009","336","586",
"선거범죄","혼인 및 미혼자부모관계","범죄자[명]","명","400","1855","409","2800","1121","1525","787","3280","1180","1545",
"선거범죄","혼인관계","범죄자[명]","명","297","1203","244","1838","897","907","467","2019","819","720",
"선거범죄","유배우자","범죄자[명]","명","265","1073","217","1656","830","820","372","1820","774","618",
"선거범죄","동거","범죄자[명]","명","5","13","3","30","23","17","9","8","6","4",
"선거범죄","이혼","범죄자[명]","명","16","79","14","110","21","51","61","144","21","69",
"선거범죄","사별","범죄자[명]","명","11","38","10","42","23","19","25","47","18","29",
"선거범죄","미혼자 부모관계","범죄자[명]","명","26","220","79","193","14","163","174","252","25","234",
"선거범죄","실(양)부모","범죄자[명]","명","17","156","59","141","7","116","104","190","16","183",
"선거범죄","계부모","범죄자[명]","명","","1","","2","","","-","-","-","-",
"선거범죄","실부계모","범죄자[명]","명","","2","","1","","","-","-","-","-",
"선거범죄","실부무모","범죄자[명]","명","","11","1","5","","2","10","6","1","5",
"선거범죄","실모계부","범죄자[명]","명","","1","","1","","","-","-","-","1",
"선거범죄","실모무부","범죄자[명]","명","4","22","11","30","5","25","31","32","6","19",
"선거범죄","계부무모","범죄자[명]","명","","","","","","","-","-","-","-",
"선거범죄","계모무부","범죄자[명]","명","","","1","1","","","-","-","-","-",
"선거범죄","무부모","범죄자[명]","명","5","27","7","12","2","20","29","24","2","26",
"선거범죄","미상","범죄자[명]","명","77","432","86","769","210","455","146","1009","336","591",
"병역범죄","생활정도","범죄자[명]","명","22752","18359","23200","18523","18241","15659","14574","13254","11809","3164",
"병역범죄","하류","범죄자[명]","명","10472","11623","14254","12225","12282","10193","9275","8343","7173","1955",
"병역범죄","중류","범죄자[명]","명","4599","5444","7027","5406","5104","4714","4635","4233","4028","911",
"병역범죄","상류","범죄자[명]","명","78","72","94","76","71","90","67","63","45","11",
"병역범죄","미상","범죄자[명]","명","7603","1220","1825","816","784","662","597","615","563","287",
"병역범죄","혼인 및 미혼자부모관계","범죄자[명]","명","22752","18359","23200","18523","18241","15659","14574","13254","11809","3164",
"병역범죄","혼인관계","범죄자[명]","명","2341","2588","3218","2728","2579","2125","1865","1702","1508","376",
"병역범죄","유배우자","범죄자[명]","명","1922","2118","2588","2204","1997","1579","1447","1311","1144","265",
"병역범죄","동거","범죄자[명]","명","160","173","242","192","216","154","127","94","97","31",
"병역범죄","이혼","범죄자[명]","명","230","273","361","318","348","374","276","276","253","79",
"병역범죄","사별","범죄자[명]","명","29","24","27","14","18","18","15","21","14","1",
"병역범죄","미혼자 부모관계","범죄자[명]","명","12766","14541","18145","14977","14876","12869","12038","10932","9739","2501",
"병역범죄","실(양)부모","범죄자[명]","명","9592","11023","13786","11166","10880","9511","9171","8198","7450","1762",
"병역범죄","계부모","범죄자[명]","명","94","109","139","115","50","34","43","56","64","20",
"병역범죄","실부계모","범죄자[명]","명","107","100","112","108","139","120","115","82","64","20",
"병역범죄","실부무모","범죄자[명]","명","889","929","1203","1120","1214","1044","911","805","739","222",
"병역범죄","실모계부","범죄자[명]","명","93","80","102","98","91","85","80","70","59","24",
"병역범죄","실모무부","범죄자[명]","명","1359","1606","1959","1677","1740","1511","1293","1299","1055","317",
"병역범죄","계부무모","범죄자[명]","명","21","29","23","30","20","18","11","10","14","3",
"병역범죄","계모무부","범죄자[명]","명","41","61","68","71","35","26","24","24","15","11",
"병역범죄","무부모","범죄자[명]","명","570","604","753","592","707","520","390","388","279","122",
"병역범죄","미상","범죄자[명]","명","7645","1230","1837","818","786","665","671","620","562","287",
"기타범죄","생활정도","범죄자[명]","명","224781","208432","213524","230854","241747","310870","272830","247023","256000","244539",
"기타범죄","하류","범죄자[명]","명","106434","99536","100011","107883","108959","142513","119080","99693","100071","90514",
"기타범죄","중류","범죄자[명]","명","68237","62848","63835","68156","70794","93579","82065","72028","76114","74578",
"기타범죄","상류","범죄자[명]","명","2754","2594","2871","3064","3223","3743","3668","3646","3391","3118",
"기타범죄","미상","범죄자[명]","명","47356","43454","46807","51751","58771","71035","68017","71656","76424","76329",
"기타범죄","혼인 및 미혼자부모관계","범죄자[명]","명","224781","208432","213524","230854","241747","310870","272830","247023","256000","244539",
"기타범죄","혼인관계","범죄자[명]","명","123729","114964","115016","123413","125612","159957","140524","119273","121561","110901",
"기타범죄","유배우자","범죄자[명]","명","99841","92198","90922","95881","96754","123108","107360","89543","90035","82079",
"기타범죄","동거","범죄자[명]","명","2715","2508","2805","3267","3431","4308","3807","3216","3698","3410",
"기타범죄","이혼","범죄자[명]","명","17345","16617","17381","19918","20961","27549","24557","22227","23248","21388",
"기타범죄","사별","범죄자[명]","명","3828","3641","3908","4347","4466","4992","4800","4287","4580","4024",
"기타범죄","미혼자 부모관계","범죄자[명]","명","53376","49917","51655","55590","57276","79738","63951","56074","58027","57299",
"기타범죄","실(양)부모","범죄자[명]","명","40308","37418","38361","40486","41566","58678","46180","40129","41683","41152",
"기타범죄","계부모","범죄자[명]","명","239","207","245","296","209","300","241","198","222","272",
"기타범죄","실부계모","범죄자[명]","명","212","178","219","189","219","292","262","222","202","227",
"기타범죄","실부무모","범죄자[명]","명","2246","2048","2183","2395","2607","3524","2969","2596","2655","2722",
"기타범죄","실모계부","범죄자[명]","명","249","195","227","209","228","309","256","269","238","235",
"기타범죄","실모무부","범죄자[명]","명","6364","5889","6355","7098","7446","10163","8494","7234","7391","6961",
"기타범죄","계부무모","범죄자[명]","명","46","55","60","57","52","72","54","55","47","35",
"기타범죄","계모무부","범죄자[명]","명","114","106","105","104","92","117","95","91","94","80",
"기타범죄","무부모","범죄자[명]","명","3598","3821","3900","4756","4857","6283","5400","5280","5495","5615",
"기타범죄","미상","범죄자[명]","명","47676","43551","46853","51851","58859","71175","68355","71676","76412","76339",
